time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/approx_kl,train/loss,train/policy_gradient_loss,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/learning_rate,train/entropy_loss
3,75,3,20,0.007411892,0.31148335337638855,-0.005370906737866221,0.2,11320,-2.5441977977752686,0.04799999892711639,0.7742128312587738,0.0003,-0.9080952048301697
4,100,5,19,0.017897533,-0.0022670775651931763,-0.007159886289853645,0.2,11330,0.2650413513183594,0.03599999919533729,0.02724774293601513,0.0003,-0.7906463980674744
5,125,6,19,0.19043133,-0.003960750997066498,-0.04665554475411682,0.2,11340,-1.6382715702056885,0.1799999974668026,0.133797075599432,0.0003,-0.7296532213687896
6,150,8,18,0.0013519644,0.13304567337036133,-0.0026455547788792446,0.2,11350,-0.3291285037994385,0.003999999910593033,0.3077780187129974,0.0003,-0.6551821112632752
7,175,9,17,0.0002775836,0.18097162246704102,-0.0012207000197376416,0.2,11360,-0.04366493225097656,0.0,0.38297655880451204,0.0003,-0.16846583634614945
8,200,11,17,0.004843092,0.13729611039161682,-0.018404486676212528,0.2,11370,0.17222893238067627,0.031999999284744264,0.4095441401004791,0.0003,-0.24546145647764206
9,225,13,16,0.002421391,0.727429986000061,-0.005060066616977554,0.2,11380,-0.04062521457672119,0.011999999731779098,1.545676553249359,0.0003,-0.8741794526576996
10,250,15,16,0.0012131595,0.1741209179162979,-0.002703076647128899,0.2,11390,-0.08214724063873291,0.007999999821186066,0.4355377286672592,0.0003,-0.3437834680080414
1,25,1,24,0.00024296284,0.6083418130874634,-0.002493850665748987,0.2,11400,-0.34388983249664307,0.0,1.2593962669372558,0.0003,-0.34731993079185486
2,50,2,22,0.0032171176,0.24755460023880005,-0.008190600030589934,0.2,11410,-0.05295872688293457,0.015999999642372132,0.5857448756694794,0.0003,-0.8221942007541656
3,75,3,21,0.088869065,-0.012794528156518936,-0.033388347705826146,0.2,11420,-0.1711592674255371,0.11199999675154686,0.10771577060222626,0.0003,-0.8104136228561402
4,100,5,19,0.0017043733,0.34767693281173706,0.007458086267113728,0.2,11430,0.2627653479576111,0.0,0.8292263150215149,0.0003,-0.3016845792531967
5,125,6,19,3.3559798e-05,0.5769482851028442,0.0006332154155245462,0.2,11440,0.025069117546081543,0.0,1.2038024425506593,0.0003,-0.45658484995365145
6,150,7,18,0.027170727,0.016498306766152382,-0.019557490285486166,0.2,11450,0.01250159740447998,0.06399999856948853,0.10883109271526337,0.0003,-0.5461453378200531
7,175,9,18,0.00040016888,0.6166433691978455,0.001739585360046192,0.2,11460,0.07866954803466797,0.0,1.3114331483840942,0.0003,-0.28902113139629365
8,200,11,17,6.378412e-05,0.11549582332372665,-0.0006650197373531342,0.2,11470,0.5060639083385468,0.0,0.2646997407078743,0.0003,-0.19707373678684234
9,225,13,16,3.7002562e-06,0.4206315875053406,-0.00012978160009513573,0.2,11480,-0.01761186122894287,0.0,0.911198741197586,0.0003,-0.216803877055645
10,250,15,16,0.08414682,-0.007155507802963257,-0.028249297335743863,0.2,11490,0.06148087978363037,0.09999999776482582,0.09388592839241028,0.0003,-0.8417932450771332
1,25,1,22,5.3768155e-05,0.1993146538734436,0.0022747873659245245,0.2,11500,-0.27285802364349365,0.0,0.45663849711418153,0.0003,-0.3094320923089981
2,50,2,19,0.009132552,0.0729844719171524,-0.0206809566998853,0.2,11510,-0.709510326385498,0.02799999937415123,0.2651811584830284,0.0003,-0.3094058036804199
3,75,3,19,0.0012914252,0.24830463528633118,-0.006493473536335159,0.2,11520,0.06466048955917358,0.0,0.557060158252716,0.0003,-0.42015640139579774
4,100,5,19,0.00219743,0.2613165080547333,-0.007870369759388396,0.2,11530,-0.2962239980697632,0.015999999642372132,0.6639634191989898,0.0003,-0.19087514132261277
5,125,6,18,0.000102131366,0.43877696990966797,-0.002017765483702405,0.2,11540,-0.07344222068786621,0.0,1.0813219964504241,0.0003,-0.42924865186214445
6,150,8,18,0.00036991833,0.4143165946006775,-0.002010480812808879,0.2,11550,-1.5354876518249512,0.0,0.8545007765293121,0.0003,-0.31038733422756193
7,175,9,17,0.0016162371,0.20470400154590607,-0.005041785888839545,0.2,11560,-0.7182254791259766,0.007999999821186066,0.4916685938835144,0.0003,-0.41940591633319857
8,200,11,17,0.009301317,0.27237874269485474,-0.010376848411745954,0.2,11570,-0.03837549686431885,0.05999999865889549,0.6334413111209869,0.0003,-0.6430367588996887
9,225,13,16,4.7023295e-05,0.2263065129518509,-0.0011573042718218574,0.2,11580,-0.012286543846130371,0.0,0.5547183603048325,0.0003,-0.23649105727672576
10,250,15,16,0.021157052,0.14846102893352509,-0.016403199546039103,0.2,11590,-0.42681264877319336,0.043999999016523364,0.3679968774318695,0.0003,-0.463945010304451
1,25,1,24,0.021512482,0.046271927654743195,-0.018046894507482668,0.2,11600,-0.36896681785583496,0.08799999803304673,0.16824889034032822,0.0003,-0.5890048742294312
2,50,2,22,0.05656371,-0.019863568246364594,-0.036156939253211104,0.2,11610,-1.569955587387085,0.16799999475479127,0.14165619611740113,0.0003,-2.031009340286255
3,75,3,20,0.0042190645,0.12107469141483307,-0.014436250720173405,0.2,11620,-0.5459847450256348,0.023999999463558196,0.3301000863313675,0.0003,-0.7359022498130798
4,100,5,19,4.308939e-05,0.6773819923400879,-0.00016467427795596734,0.2,11630,-0.0525667667388916,0.0,1.4590499639511108,0.0003,-0.1828677773475647
5,125,6,19,0.026633656,0.10359619557857513,-0.029507151866331682,0.2,11640,-0.3960989713668823,0.09999999701976776,0.3424070835113525,0.0003,-0.6126733720302582
6,150,8,18,0.002234683,0.5161678194999695,-0.00038955246435961043,0.2,11650,-0.501456618309021,0.015999999642372132,1.093849241733551,0.0003,-0.17374369204044343
7,175,9,18,0.023773724,-0.023018205538392067,-0.02897460566461092,0.2,11660,-0.771451473236084,0.07599999830126762,0.06578510291874409,0.0003,-0.8206293404102325
8,200,11,17,0.008938415,0.24888662993907928,-0.0031632055090740963,0.2,11670,0.018311679363250732,0.04799999892711639,0.5612336039543152,0.0003,-0.3266327023506165
9,225,13,17,0.00175704,0.8355898857116699,-0.014280882827006281,0.2,11680,-0.10704469680786133,0.007999999821186066,2.0452218055725098,0.0003,-0.4713100969791412
10,250,14,16,0.00055547,0.5301652550697327,-0.0026650285310751086,0.2,11690,-0.02191174030303955,0.0,1.1979288458824158,0.0003,-0.31606647074222566
1,25,1,20,0.0005422425,0.5764316320419312,-0.0017488646068375858,0.2,11700,-2.3673346042633057,0.0,1.1873947620391845,0.0003,-0.2328391194343567
2,50,2,20,0.0010475897,0.6152786612510681,-0.007280311117705551,0.2,11710,-0.5005683898925781,0.0,1.3511965870857239,0.0003,-0.4509299546480179
3,75,3,19,0.01855128,0.05456424504518509,-0.03188311593979591,0.2,11720,-2.339366912841797,0.06799999848008156,0.35213707238435743,0.0003,-0.6460261821746827
4,100,5,18,3.7670134e-07,0.47710567712783813,-7.126760241220609e-05,0.2,11730,-0.14158952236175537,0.0,1.0242883563041687,0.0003,-0.13486142307519913
5,125,6,18,0.0051329397,0.03901106119155884,-0.00904716432048005,0.2,11740,-0.11356329917907715,0.019999999552965164,0.13126625046133994,0.0003,-0.3999990731477737
6,150,8,18,0.00087817904,0.8984495997428894,-0.0014974162196740083,0.2,11750,0.025684833526611328,0.003999999910593033,2.0316375255584718,0.0003,-0.5121114134788514
7,175,9,17,0.010283718,0.32965877652168274,-0.004684105738531841,0.2,11760,-0.06956148147583008,0.02799999937415123,0.6871008515357971,0.0003,-0.15920266807079314
8,200,11,17,0.00025636435,3.4903757572174072,-0.0026352052232248013,0.2,11770,-5.4001808166503906e-05,0.0,7.194740724563599,0.0003,-0.19262518137693405
9,225,13,16,0.0020612478,0.37242886424064636,-0.006791288702399356,0.2,11780,-0.1892920732498169,0.007999999821186066,0.9347904562950134,0.0003,-0.2323393151164055
10,250,15,16,0.007353024,0.40416401624679565,-0.01956875476241109,0.2,11790,-0.4987081289291382,0.03999999910593033,1.0506870210170747,0.0003,-0.24732143431901932
1,25,1,22,0.00077133416,0.41961079835891724,-0.002868717877368887,0.2,11800,-0.7155205011367798,0.003999999910593033,0.8646418571472168,0.0003,-0.09160917699337005
2,50,2,20,0.004428382,0.23008999228477478,-0.006290355418241233,0.2,11810,0.15102684497833252,0.019999999552965164,0.5355174452066421,0.0003,-0.4140861690044403
3,75,3,19,0.0029403782,0.04380255565047264,-0.003475428778619971,0.2,11820,-0.40997278690338135,0.007999999821186066,0.12803795859217643,0.0003,-0.2683815866708755
4,100,5,19,0.044389334,0.1873287856578827,-0.025892831016331996,0.2,11830,0.12862294912338257,0.14799999669194222,0.5783779382705688,0.0003,-0.9662147879600524
5,125,6,18,0.06658765,0.03152509406208992,-0.038975165508687584,0.2,11840,-0.06559491157531738,0.11599999517202378,0.21271186769008638,0.0003,-0.9270847201347351
6,150,8,18,0.007055192,0.32238632440567017,-0.01890088037680826,0.2,11850,-0.7669966220855713,0.03599999919533729,0.7731648623943329,0.0003,-0.4411140441894531
7,175,9,17,0.00017815112,0.29442331194877625,-0.0033872084422043257,0.2,11860,-0.8915649652481079,0.0,0.7390609562397004,0.0003,-0.1665778189897537
8,200,11,17,3.0708313e-06,0.140569806098938,-0.000248091216486479,0.2,11870,-0.7731508016586304,0.0,0.3212686747312546,0.0003,-0.12351377531886101
9,225,13,16,0.02018176,0.14136599004268646,-0.024636887473985424,0.2,11880,-0.09500598907470703,0.10799999684095382,0.460086989402771,0.0003,-1.2814072012901305
10,250,15,16,0.009321658,0.65259850025177,-0.005959519795142221,0.2,11890,-0.3832077980041504,0.07199999839067459,1.4177765607833863,0.0003,-0.654941177368164
1,25,1,23,3.647804e-06,1.3343209028244019,-0.000499443166801683,0.2,11900,-0.14596331119537354,0.0,2.868865489959717,0.0003,-0.14970529675483704
2,50,2,21,1.8279552e-05,0.07826696336269379,-0.0004534099012381887,0.2,11910,-0.148567795753479,0.0,0.182112218439579,0.0003,-0.1796641990542412
3,75,3,20,1.1849403e-06,0.19185611605644226,0.0004239201414748095,0.2,11920,-0.34973645210266113,0.0,0.40198788344860076,0.0003,-0.12599118575453758
4,100,5,19,1.9073486e-08,0.13575109839439392,-1.3660430563078307e-05,0.2,11930,0.2327020764350891,0.0,0.3066972345113754,0.0003,-0.0947739027440548
5,125,6,19,0.009653163,0.08872544765472412,-0.022984626431018285,0.2,11940,-0.1707172393798828,0.05199999883770943,0.33850849568843844,0.0003,-0.5465966880321502
6,150,8,18,0.010397022,0.0660456120967865,-0.01263667284371337,0.2,11950,0.1613473892211914,0.04799999892711639,0.2177510991692543,0.0003,-0.18944012522697448
7,175,9,17,0.013381898,0.108006551861763,-0.004613118283916151,0.2,11960,-0.31584298610687256,0.02799999937415123,0.23913866132497788,0.0003,-0.258610925078392
8,200,11,17,0.00022982835,0.08890356123447418,-0.0007195503571566064,0.2,11970,0.4561014771461487,0.0,0.25302847325801847,0.0003,-0.08465181291103363
9,225,13,16,5.5844783e-05,2.31402587890625,-0.0007648613267150495,0.2,11980,-0.15881860256195068,0.0,4.728540658950806,0.0003,-0.3128854751586914
10,250,15,16,0.029552856,0.10248854756355286,-0.021408592950552575,0.2,11990,-1.2697420120239258,0.06799999848008156,0.3442978411912918,0.0003,-0.9643832504749298
1,25,1,23,6.5679546e-05,0.1134098544716835,0.00019816684591926758,0.2,12000,-0.02069544792175293,0.0,0.29971104860305786,0.0003,-0.32624239921569825
2,50,2,21,0.0032716154,0.21440279483795166,-0.006095063821878455,0.2,12010,0.07961440086364746,0.011999999731779098,0.53722964823246,0.0003,-0.3092032015323639
3,75,3,20,0.028871188,0.06048860400915146,-0.014677608141675336,0.2,12020,-1.2251007556915283,0.05599999874830246,0.18673274517059327,0.0003,-0.45471890866756437
4,100,5,19,4.058361e-05,3.799004077911377,-0.0003283066661389,0.2,12030,0.010878443717956543,0.0,7.859555912017822,0.0003,-0.2598613500595093
5,125,6,19,1.1205673e-07,0.11803385615348816,-2.023506135451214e-05,0.2,12040,-0.2157139778137207,0.0,0.25175790041685103,0.0003,-0.10898940041661262
6,150,8,18,3.3855437e-07,0.13042517006397247,1.810836749793765e-05,0.2,12050,0.17561346292495728,0.0,0.26715107560157775,0.0003,-0.24884613156318663
7,175,9,18,0.001880896,0.31003791093826294,-0.003255563157086705,0.2,12060,0.09916406869888306,0.007999999821186066,0.6646829426288605,0.0003,-0.15634260177612305
8,200,11,17,6.535053e-06,0.24998927116394043,0.00012660050064745577,0.2,12070,0.22764068841934204,0.0,0.5328764021396637,0.0003,-0.08918256536126137
9,225,13,17,0.0013541126,0.3538384735584259,-0.005260825737263097,0.2,12080,-0.11419761180877686,0.003999999910593033,0.7675245046615601,0.0003,-0.08286406248807907
10,250,14,16,0.017349707,0.23866252601146698,-0.012788035582750013,0.2,12090,-0.18113017082214355,0.031999999284744264,0.5445404827594758,0.0003,-0.3134228438138962
1,25,1,22,0.0008551812,0.892370879650116,-0.0036402406172712175,0.2,12100,-0.9449900388717651,0.003999999910593033,1.883013653755188,0.0003,-0.1790336549282074
2,50,2,20,0.0009424376,0.22766706347465515,-0.005240102232782817,0.2,12110,-0.009293079376220703,0.0,0.514777997136116,0.0003,-0.1663321003317833
3,75,3,19,1.8701552e-05,0.8318920135498047,0.00010392737173239296,0.2,12120,-0.3109062910079956,0.0,1.8320201992988587,0.0003,-0.09246997833251953
4,100,5,19,0.008230145,0.011930948123335838,-0.0180443758834155,0.2,12130,0.5569055378437042,0.03599999919533729,0.09453324899077416,0.0003,-0.17637257575988768
5,125,6,18,0.00081099983,0.23705191910266876,1.721954115794233e-05,0.2,12140,-0.41103696823120117,0.0,0.5583921045064926,0.0003,-0.2682233929634094
6,150,8,17,0.024875859,0.08916973322629929,-0.013965007489547165,0.2,12150,0.49216127395629883,0.09199999496340752,0.2299153447151184,0.0003,-0.3580647259950638
7,175,10,17,6.496429e-05,0.2477255016565323,0.001078660468920134,0.2,12160,0.19974344968795776,0.0,0.5233739525079727,0.0003,-0.1604214832186699
8,200,11,16,0.0025027941,0.1267695128917694,-0.005807650523202312,0.2,12170,-0.15729272365570068,0.011999999731779098,0.36494107246398927,0.0003,-0.47014001607894895
9,225,13,16,1.0364055e-05,0.1440146267414093,-0.00026995491530392714,0.2,12180,0.28807491064071655,0.0,0.4092113316059113,0.0003,-0.14004210233688355
10,250,15,16,0.00796093,0.1689881980419159,-0.004791415426647206,0.2,12190,0.08783262968063354,0.02799999937415123,0.3543271481990814,0.0003,-0.2574910521507263
1,25,1,22,0.0054986645,0.05421845242381096,-0.004443894722382602,0.2,12200,-0.4588860273361206,0.02799999937415123,0.14176304116845131,0.0003,-0.28716652691364286
2,50,2,20,0.004443488,0.38709110021591187,-0.008036221212474715,0.2,12210,-1.3212134838104248,0.023999999463558196,0.848046088218689,0.0003,-0.40240053832530975
3,75,3,19,4.5633315e-06,0.2072557806968689,0.0008293685734971134,0.2,12220,-0.07830595970153809,0.0,0.4600571095943451,0.0003,-0.18632226288318635
4,100,5,19,0.016251111,0.25079774856567383,-0.009946539016440426,0.2,12230,-0.09002232551574707,0.03599999919533729,0.6325468182563782,0.0003,-0.4680551618337631
5,125,6,18,0.0011941982,3.543971061706543,-0.001964750096201939,0.2,12240,-0.017902135848999023,0.007999999821186066,7.686113882064819,0.0003,-0.42890767455101014
6,150,8,18,0.0006021905,0.35314464569091797,-0.003646293648984056,0.2,12250,-0.029604792594909668,0.0,0.9300836384296417,0.0003,-0.14250738322734832
7,175,9,17,0.0013575243,0.19771131873130798,-0.0017605874370786978,0.2,12260,-0.16622960567474365,0.015999999642372132,0.6366723328828812,0.0003,-0.07836930379271508
8,200,11,17,0.0010751629,0.3963673710823059,-0.002356370659661522,0.2,12270,0.03963428735733032,0.0,0.9815457940101624,0.0003,-0.3142148584127426
9,225,13,16,0.0032783651,0.15802036225795746,-0.0031830959336948796,0.2,12280,-1.0741989612579346,0.015999999642372132,0.37450753152370453,0.0003,-0.22130707204341887
10,250,15,16,0.0026775072,0.30232131481170654,-0.008480746474234024,0.2,12290,-1.9829115867614746,0.011999999731779098,0.8316642045974731,0.0003,-0.6531188189983368
1,25,1,23,0.0012205553,0.0598754808306694,-0.00208621405181475,0.2,12300,-0.8162769079208374,0.003999999910593033,0.14714841395616532,0.0003,-0.18950114846229554
2,50,2,20,1.168251e-05,6.76018762588501,-0.0002725572506896867,0.2,12310,-0.005372047424316406,0.0,14.035929203033447,0.0003,-0.15661399960517883
3,75,3,18,0.0007156896,0.5342091917991638,-0.0031249991868392613,0.2,12320,-0.8893299102783203,0.0,1.1429755926132201,0.0003,-0.12027426734566689
4,100,5,18,0.002786541,0.16088715195655823,-0.004600269757211351,0.2,12330,-0.48923802375793457,0.015999999642372132,0.38589494228363036,0.0003,-0.21157218813896178
5,125,6,17,4.816055e-06,0.547296404838562,-8.817386514436976e-05,0.2,12340,0.14393293857574463,0.0,1.3429291009902955,0.0003,-0.11311344802379608
6,150,8,17,0.011296644,0.14159555733203888,-0.006835653247776463,0.2,12350,-1.1667494773864746,0.02799999937415123,0.39594703912734985,0.0003,-0.3768064796924591
7,175,10,17,0.0026486015,1.1909278631210327,-0.0036829246613198307,0.2,12360,-0.8265767097473145,0.019999999552965164,2.685178112983704,0.0003,-0.1807604804635048
8,200,11,16,0.05027387,0.3084300756454468,-0.003807067569345257,0.2,12370,0.3740602731704712,0.05599999874830246,0.6854103684425354,0.0003,-0.5202635824680328
9,225,13,16,0.00069813966,1.440718173980713,-0.0025243817949522906,0.2,12380,-0.15308189392089844,0.0,3.061345839500427,0.0003,-1.1225574374198914
10,250,15,16,0.004132633,0.22582930326461792,-0.004666224389336992,0.2,12390,-3.5391592979431152,0.019999999552965164,0.556149622797966,0.0003,-0.695827329158783
1,25,1,22,0.0072919675,0.8122587203979492,-0.00859269359800976,0.2,12400,0.010035097599029541,0.019999999552965164,1.8810084104537963,0.0003,-0.2499513015151024
2,50,2,20,0.021924015,0.12419002503156662,-0.007634971319232164,0.2,12410,-0.7589188814163208,0.07599999830126762,0.34210059940814974,0.0003,-0.5748470962047577
3,75,3,19,0.0019351267,0.2682538628578186,-0.0022322906950719814,0.2,12420,0.13041001558303833,0.011999999731779098,0.5762815773487091,0.0003,-0.5538354635238647
4,100,5,19,6.272316e-05,0.6614930033683777,-0.00019909214979278999,0.2,12430,-0.228507399559021,0.0,1.414403259754181,0.0003,-0.3070033937692642
5,125,6,18,0.0050639533,0.7131297588348389,-0.008942383105866546,0.2,12440,0.2289934754371643,0.023999999463558196,1.5090619921684265,0.0003,-0.0850450947880745
6,150,8,17,0.00038978577,0.1474585384130478,-0.0020360157187969464,0.2,12450,-0.007638454437255859,0.0,0.3480168253183365,0.0003,-0.18086547553539276
7,175,10,17,0.000692687,1.2017793655395508,-0.0014645375924299485,0.2,12460,-0.4161914587020874,0.0,2.5866016387939452,0.0003,-0.3160159826278687
8,200,11,17,0.0072446964,0.10030743479728699,-0.012693596404045947,0.2,12470,0.19051098823547363,0.02799999937415123,0.24900244176387787,0.0003,-0.3603971838951111
9,225,13,16,0.0026997065,0.1821185201406479,-0.003476180988014654,0.2,12480,0.06803572177886963,0.011999999731779098,0.39634486734867097,0.0003,-0.10181622430682183
10,250,15,16,0.004780898,0.40026921033859253,-0.006321464461623805,0.2,12490,-0.07481265068054199,0.031999999284744264,1.0236726701259613,0.0003,-0.4057566523551941
1,25,1,24,0.027208187,0.09577859938144684,-0.007428442510776278,0.2,12500,-1.1040127277374268,0.06399999856948853,0.2220106303691864,0.0003,-0.48965838849544524
2,50,2,21,8.2969666e-07,1.7218586206436157,-1.7685651670262814e-05,0.2,12510,0.09782028198242188,0.0,3.7004815340042114,0.0003,-0.11553792357444763
3,75,3,20,0.00015344619,0.7501615881919861,-0.0016330458923768277,0.2,12520,0.04421210289001465,0.0,1.8184543967247009,0.0003,-0.28467078804969786
4,100,5,19,0.027819714,0.09052467346191406,-0.018292427234352003,0.2,12530,0.08334332704544067,0.07999999821186066,0.24410461634397507,0.0003,-0.4490241438150406
5,125,6,18,0.0011314964,1.0376837253570557,-0.005529449065215885,0.2,12540,0.03911203145980835,0.007999999821186066,2.3003169536590575,0.0003,-0.4804663211107254
6,150,8,17,0.0034391475,0.06018226221203804,-0.0020913482467877385,0.2,12550,0.20236945152282715,0.031999999284744264,0.13930160328745841,0.0003,-0.30318977534770963
7,175,10,16,0.0005811047,0.04198372736573219,-0.002335721690091219,0.2,12560,-0.09039580821990967,0.0,0.11645806431770325,0.0003,-0.3538801521062851
8,200,12,16,0.0034797858,0.11741036921739578,-0.009411228421260631,0.2,12570,0.01826423406600952,0.007999999821186066,0.40677522122859955,0.0003,-0.2914117395877838
9,225,14,15,9.3967916e-05,0.5476841330528259,0.0002777376095764339,0.2,12580,0.01567167043685913,0.0,1.2895714402198792,0.0003,-0.1871271848678589
10,250,15,15,0.007310674,2.2617275714874268,-0.006108971657231166,0.2,12590,0.10636186599731445,0.031999999284744264,5.136962938308716,0.0003,-0.40338350236415865
1,25,1,24,0.0021360372,0.08350951969623566,-0.00282881138240918,0.2,12600,-0.11053550243377686,0.011999999731779098,0.20471383780241012,0.0003,-0.3640691727399826
2,50,2,21,0.010895822,0.01603514701128006,-0.01469167428137741,0.2,12610,0.14014077186584473,0.03599999919533729,0.11867067068815232,0.0003,-0.4790790110826492
3,75,3,20,0.00034587143,0.4713630974292755,-0.002433613281347746,0.2,12620,-0.0063658952713012695,0.0,1.1277167320251464,0.0003,-0.11680456846952439
4,100,5,19,0.00050824165,1.0027328729629517,-0.0018389820912890543,0.2,12630,-0.7777221202850342,0.0,2.0769989013671877,0.0003,-0.3843428552150726
5,125,6,18,0.0072835754,0.13139018416404724,-0.02656889786571277,0.2,12640,-1.586444616317749,0.07999999821186066,0.5282640844583512,0.0003,-1.3302838444709777
6,150,8,18,1.1324883e-06,0.665645182132721,1.655244725355942e-05,0.2,12650,-5.232251167297363,0.0,1.6771873712539673,0.0003,-0.10726838856935501
7,175,9,17,0.0001094532,0.475528746843338,-0.0009331898320816378,0.2,12660,-0.22490906715393066,0.0,1.307797658443451,0.0003,-0.17010743468999862
8,200,11,17,0.004994886,0.0638033002614975,-0.006446995867882066,0.2,12670,0.40427249670028687,0.015999999642372132,0.20312903970479965,0.0003,-0.4736208736896515
9,225,13,16,0.0024031687,0.12643814086914062,-0.013751714540878267,0.2,12680,-0.33958470821380615,0.011999999731779098,0.45349904894828796,0.0003,-0.35785993039608
10,250,15,16,0.0017501544,0.5960698127746582,-0.010979506297269381,0.2,12690,-0.3882443904876709,0.007999999821186066,1.3919396162033082,0.0003,-0.4226153939962387
1,25,1,24,0.009888773,0.06523322314023972,-0.015818123890552725,0.2,12700,-0.5710898637771606,0.05199999883770943,0.24305280148983002,0.0003,-1.9380560159683227
2,50,2,22,0.0022595215,0.185139000415802,-0.008993116576690241,0.2,12710,-0.12017536163330078,0.007999999821186066,0.4521099507808685,0.0003,-0.47859391272068025
3,75,3,20,0.000527215,0.40221208333969116,-0.0013374652503408413,0.2,12720,-0.1165919303894043,0.0,0.877138638496399,0.0003,-0.15108407884836197
4,100,5,19,3.8385392e-07,9.037286758422852,4.962682639586547e-06,0.2,12730,-0.34178686141967773,0.0,18.441438102722167,0.0003,-0.077373456209898
5,125,6,18,0.0002460885,1.2767820358276367,-0.0014197844979644714,0.2,12740,0.05669105052947998,0.0,2.6820478200912476,0.0003,-0.09305157065391541
6,150,8,17,5.1546094e-06,0.12388994544744492,6.274223146363056e-06,0.2,12750,-0.02457141876220703,0.0,0.3037813290953636,0.0003,-0.11540681570768356
7,175,9,17,9.481907e-06,0.5856736302375793,-0.0006536214216794178,0.2,12760,0.22481971979141235,0.0,1.1961981296539306,0.0003,-0.1520340248942375
8,200,11,17,2.4368763e-05,0.6380307674407959,0.00034582542453449606,0.2,12770,-0.6199759244918823,0.0,1.499769401550293,0.0003,-0.12119421362876892
9,225,13,16,0.001389165,0.17165245115756989,-0.002814624497783402,0.2,12780,-0.5417507886886597,0.0,0.5127317249774933,0.0003,-0.7256240785121918
10,250,15,16,0.009214429,0.21407881379127502,-0.015147440456784978,0.2,12790,0.19584375619888306,0.023999999463558196,0.5117166340351105,0.0003,-0.22591317147016526
1,25,1,20,7.030964e-06,0.682271420955658,-0.00044916295242671824,0.2,12800,-0.43382322788238525,0.0,1.6165931463241576,0.0003,-0.15923062413930894
2,50,2,19,4.595041e-05,0.8852872848510742,-0.000893982165740681,0.2,12810,0.20059305429458618,0.0,2.24521027803421,0.0003,-0.3429618626832962
3,75,3,18,4.7683715e-09,1.1752996444702148,1.4707088185872408e-05,0.2,12820,-2.9933478832244873,0.0,2.373527979850769,0.0003,-0.116425159573555
4,100,5,18,0.0016906118,0.202487513422966,-0.006480279717361625,0.2,12830,-1.016348123550415,0.011999999731779098,0.5182205885648727,0.0003,-0.6203851699829102
5,125,6,18,0.001369164,3.6305348873138428,-0.002003314935835121,0.2,12840,-0.20263564586639404,0.007999999821186066,7.424231433868409,0.0003,-0.29729587137699126
6,150,8,17,5.75304e-06,0.8316380977630615,1.8498182077131277e-05,0.2,12850,-4.786143779754639,0.0,1.7612055540084839,0.0003,-0.12877994179725646
7,175,10,17,0.0012046408,0.19817222654819489,-0.0026751424931571676,0.2,12860,0.1849062442779541,0.003999999910593033,0.4632845759391785,0.0003,-0.42072232663631437
8,200,11,16,1.1994838e-05,1.990757703781128,-0.00030450438699354266,0.2,12870,-1.3660004138946533,0.0,4.211924290657043,0.0003,-0.17942729145288466
9,225,13,16,2.3841857e-09,3.172158718109131,6.1823129599680724e-06,0.2,12880,0.1988084316253662,0.0,7.669000577926636,0.0003,-0.03943602070212364
10,250,15,16,0.002768402,0.09714200347661972,-0.005587222661357405,0.2,12890,0.41389381885528564,0.011999999731779098,0.24827188104391099,0.0003,-0.4100634068250656
1,25,1,24,1.56641e-06,0.3763398230075836,6.772118603848298e-05,0.2,12900,-5.712748050689697,0.0,1.1223220646381378,0.0003,-0.12853855937719344
2,50,2,21,0.00044850586,0.9524791240692139,-0.003460488219570834,0.2,12910,-3.5985517501831055,0.0,2.1961104035377503,0.0003,-0.33475932478904724
3,75,3,19,1.0037422e-06,0.2766137719154358,-5.2738189035395065e-06,0.2,12920,-0.23857712745666504,0.0,0.5686664819717407,0.0003,-0.15490552484989167
4,100,5,19,0.0037260246,0.2442777305841446,-0.005807184125296771,0.2,12930,-0.4346705675125122,0.023999999463558196,0.5946548104286193,0.0003,-0.6885797381401062
5,125,6,18,0.00067089556,3.5605196952819824,0.0004919619513093388,0.2,12940,-0.04338705539703369,0.0,7.290461111068725,0.0003,-0.49155178368091584
6,150,8,18,0.00048924924,1.7624775171279907,-0.002333524606831361,0.2,12950,-0.7118145227432251,0.0,3.840955924987793,0.0003,-0.3833662807941437
7,175,9,17,0.0014812946,0.8190599083900452,-0.0034443659060634955,0.2,12960,-0.20099997520446777,0.0,1.7882624387741088,0.0003,-0.5919352173805237
8,200,11,17,0.002877016,0.3931141495704651,-0.008090729816816734,0.2,12970,-0.9716647863388062,0.023999999463558196,0.89917551279068,0.0003,-0.333670774102211
9,225,13,16,0.008750725,0.39746683835983276,-0.006651851347647586,0.2,12980,-0.6735271215438843,0.02799999937415123,0.9391432404518127,0.0003,-0.3914777100086212
10,250,15,16,0.0015999889,1.812046766281128,-0.008531869014259997,0.2,12990,-0.22671020030975342,0.011999999731779098,3.7664408683776855,0.0003,-0.21333613693714143
1,25,1,23,0.0029454397,0.094565249979496,-0.006474681267282278,0.2,13000,-1.4087908267974854,0.011999999731779098,0.24660653620958328,0.0003,-0.41606663167476654
2,50,2,21,0.00097540376,0.2394130676984787,-0.0018657102140132054,0.2,13010,-0.9977866411209106,0.0,0.5930621832609176,0.0003,-0.42170287370681764
