time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/clip_range,train/explained_variance,train/n_updates,train/clip_fraction,train/loss,train/entropy_loss
175,7,16,10,0.2718171626329422,-0.021971851827576928,0.054702155,0.0003,0.2,-0.12849605083465576,5360,0.043999999016523364,0.07094693183898926,-1.0937137722969055
200,8,16,12,0.12015429064631462,-0.043420668374747604,0.04427549,0.0003,0.2,-0.008115410804748535,5370,0.16399999633431434,-0.009383395314216614,-0.826156598329544
225,9,15,14,0.02469864934682846,-0.027607029791921357,0.045258865,0.0003,0.2,-0.977447509765625,5380,0.1559999980032444,-0.036628007888793945,-1.9996084213256835
250,10,15,15,0.11841331645846367,-0.012090669263387088,0.0082376525,0.0003,0.2,-0.38197505474090576,5390,0.031999999284744264,0.030661405995488167,-0.7889171004295349
25,1,22,1,0.36767151951789856,-0.009653738667257983,0.0050780177,0.0003,0.2,0.1108396053314209,5400,0.031999999284744264,0.13906994462013245,-0.8558199822902679
50,2,19,2,0.5896705210208892,-0.007175694043282377,0.007190897,0.0003,0.2,-0.0022475719451904297,5410,0.03599999919533729,0.25279730558395386,-0.8811565399169922
75,3,18,4,0.4639573931694031,-0.003585143568226812,0.0018635249,0.0003,0.2,-0.8294284343719482,5420,0.0,0.19959264993667603,-1.4130033135414124
100,4,17,5,0.4121697127819061,-0.02096611453965309,0.018442445,0.0003,0.2,0.2350996732711792,5430,0.03999999910593033,0.14278924465179443,-1.3953850507736205
125,5,17,7,21.793509101867677,0.004786522135138682,0.0041862917,0.0003,0.2,-0.024645209312438965,5440,0.031999999284744264,10.278410911560059,-0.7832883179187775
150,6,17,8,0.672777533531189,-0.014571150774136754,0.0037689924,0.0003,0.2,-1.9715392589569092,5450,0.02799999937415123,0.25715288519859314,-0.5437406539916992
175,7,16,10,0.14456279650330545,-0.022173427687026504,0.012847289,0.0003,0.2,-13.045273780822754,5460,0.05599999874830246,0.008690819144248962,-2.7133470296859743
200,8,16,12,0.9029165923595428,-0.0116296763911377,0.007812884,0.0003,0.2,0.03705674409866333,5470,0.03999999910593033,0.4031546413898468,-1.1111379623413087
225,9,16,14,1.4315512657165528,-0.0018386258774555132,0.0001798153,0.0003,0.2,-0.057947397232055664,5480,0.0,0.6905474662780762,-0.8437879800796508
250,10,15,15,1.764124369621277,-0.009112224749755172,0.001822586,0.0003,0.2,-0.3766974210739136,5490,0.007999999821186066,0.723987340927124,-0.9703542351722717
25,1,22,1,2.193562364578247,-0.0019003300229087472,0.00035565376,0.0003,0.2,-0.09088635444641113,5500,0.0,0.9982130527496338,-0.6108514666557312
50,2,19,2,1.6252952575683595,-0.012777227958897085,0.0032894157,0.0003,0.2,0.09426850080490112,5510,0.015999999642372132,0.7548831105232239,-1.3530834197998047
75,3,18,4,0.3268002524971962,-0.0060450164205391845,0.001214335,0.0003,0.2,-0.21267008781433105,5520,0.0,0.08510908484458923,-0.9379022717475891
100,4,18,5,0.17588950097560882,-0.03412716277874921,0.023817712,0.0003,0.2,-0.38749539852142334,5530,0.17199999541044236,0.01820611208677292,-2.4656267404556274
125,5,17,7,4.5076464176177975,0.001293874482624169,2.4251938e-05,0.0003,0.2,0.055343031883239746,5540,0.0,2.0732405185699463,-0.3177405595779419
150,6,16,8,0.24544037133455276,-0.01429463783837832,0.008590927,0.0003,0.2,-0.11788070201873779,5550,0.03599999919533729,0.08532342314720154,-0.6713247418403625
175,7,16,10,0.30583898425102235,-0.039632041146978735,0.024377251,0.0003,0.2,-0.21742236614227295,5560,0.12399999722838402,0.07689261436462402,-2.146114373207092
200,8,16,12,0.11704879328608513,-0.009886475683655504,0.012911277,0.0003,0.2,-1.7336523532867432,5570,0.07599999830126762,0.003665545955300331,-1.6201221585273742
225,9,15,14,0.16079200506210328,-0.005303826313902605,0.0007688069,0.0003,0.2,0.05222541093826294,5580,0.0,0.029669255018234253,-0.5637704610824585
250,10,15,16,0.1510472998023033,-0.018735984513070392,0.016568571,0.0003,0.2,0.17121046781539917,5590,0.08799999728798866,0.04241562634706497,-1.2470046281814575
25,1,20,1,0.17609333992004395,-0.014554290726780827,0.025462596,0.0003,0.2,-0.6204060316085815,5600,0.05199999883770943,0.0536755695939064,-0.7553249895572662
50,2,19,2,1.2741518139839172,0.001745016489643625,0.0017407346,0.0003,0.2,-0.06644821166992188,5610,0.0,0.6143031716346741,-1.5749446988105773
75,3,18,4,1.164382028579712,-0.006628402643604226,0.0039241957,0.0003,0.2,0.0061149001121521,5620,0.019999999552965164,0.5274476408958435,-0.6584253966808319
100,4,18,5,4.544429588317871,-0.01275661904737362,0.004058676,0.0003,0.2,-0.01624119281768799,5630,0.015999999642372132,1.9921884536743164,-1.034182846546173
125,5,17,7,3.2625962018966677,-0.003235580459702803,0.0005589914,0.0003,0.2,0.1407710313796997,5640,0.0,1.3874037265777588,-0.6717074275016784
150,6,17,8,0.10620861649513244,-0.02616577751655136,0.015876507,0.0003,0.2,-0.12990832328796387,5650,0.06399999856948853,0.003737848252058029,-0.7048986256122589
175,7,16,10,0.019376280065625907,-0.018135605745017713,0.020861201,0.0003,0.2,-0.43721139430999756,5660,0.09199999719858169,-0.029105454683303833,-2.434353256225586
200,8,16,12,0.10379125066101551,-0.008525849727914193,0.02188396,0.0003,0.2,0.11852985620498657,5670,0.11599999740719795,0.015018852427601814,-2.0247823715209963
225,9,16,13,0.8420477390289307,-0.00369330512220003,0.003283882,0.0003,0.2,-0.09603583812713623,5680,0.023999999463558196,0.39395543932914734,-0.7188999831676484
250,10,15,15,0.010620945785194635,-0.03226580649800592,0.039831918,0.0003,0.2,-5.328089714050293,5690,0.20399999469518662,-0.046667199581861496,-3.3541038751602175
25,1,20,1,0.312400808930397,-0.04056426891312128,0.057704695,0.0003,0.2,0.20508885383605957,5700,0.2359999969601631,0.06319190561771393,-2.7849889516830446
50,2,19,2,0.655435711145401,-0.004732461837586044,0.0079380395,0.0003,0.2,-0.04537248611450195,5710,0.03999999910593033,0.30392396450042725,-0.687159389257431
75,3,19,3,0.044329600408673286,-3.0077218411506122e-05,7.390976e-08,0.0003,0.2,-0.25582313537597656,5720,0.0,0.017688145861029625,-0.20852054208517073
100,4,18,5,1.335776937007904,-0.01353806572174654,0.011406142,0.0003,0.2,-0.10420024394989014,5730,0.04799999892711639,0.6262843608856201,-0.5680423021316529
125,5,17,6,0.645621258020401,-0.05348869312927125,0.06860731,0.0003,0.2,-0.028211593627929688,5740,0.14399999752640724,0.23033462464809418,-0.9864435195922852
150,6,17,8,2.330761432647705,0.0036374100404792387,0.0021477793,0.0003,0.2,-0.6107699871063232,5750,0.011999999731779098,1.1076933145523071,-1.120771324634552
175,7,16,10,0.7589170932769775,-0.010781602237140753,0.0036079835,0.0003,0.2,0.0601353645324707,5760,0.015999999642372132,0.3165833353996277,-0.6644666254520416
200,8,16,12,0.10540453717112541,-0.02725918515771646,0.015344786,0.0003,0.2,-0.07018184661865234,5770,0.043999999016523364,0.004707224667072296,-2.3284706592559816
225,9,16,13,7.94137544631958,-0.00017643546998442617,0.0013221931,0.0003,0.2,-0.30649471282958984,5780,0.0,3.6192426681518555,-1.4633682489395141
250,10,15,15,7.3336914539337155,-0.004580351728537835,0.00040243147,0.0003,0.2,0.11357682943344116,5790,0.0,3.6179769039154053,-1.0187075853347778
25,1,20,1,0.08605398908257485,-0.007424272554693712,0.013675219,0.0003,0.2,0.18774175643920898,5800,0.07199999764561653,0.019175373017787933,-2.324940228462219
50,2,18,2,0.05149126760661602,-0.044633361957966855,0.039653845,0.0003,0.2,-1.4209227561950684,5810,0.19199999272823334,-0.053359732031822205,-2.298485279083252
75,3,18,3,2.2012981176376343,-0.011761911642271982,0.014561336,0.0003,0.2,-0.023066163063049316,5820,0.07199999839067459,1.0303319692611694,-1.6012046813964844
100,4,18,5,0.21660067588090898,-0.01221647639805452,0.0040343427,0.0003,0.2,0.04932039976119995,5830,0.019999999552965164,0.07137231528759003,-0.9452536582946778
125,5,17,7,0.3786373347043991,-0.0019400061513294986,0.0017117881,0.0003,0.2,-0.7976655960083008,5840,0.0,0.10690633952617645,-1.3691280364990235
150,6,17,8,0.17805685102939606,-0.004089450751169466,0.0034212398,0.0003,0.2,-0.683571457862854,5850,0.015999999642372132,0.028462518006563187,-0.7006887316703796
175,7,16,10,0.045115723833441736,-0.01916531217191366,0.025314076,0.0003,0.2,-0.7776565551757812,5860,0.1039999969303608,-0.009733866900205612,-1.4621893167495728
200,8,16,12,0.0722839169204235,-0.04192688807845073,0.011429197,0.0003,0.2,-0.2012772560119629,5870,0.3639999948441982,-0.055400412529706955,-3.4925121068954468
225,9,16,14,2.19969220161438,-0.0008810801135259894,0.00013822317,0.0003,0.2,0.0644940733909607,5880,0.0,1.0435837507247925,-0.4381934106349945
250,10,15,16,0.09020456820726394,-0.022627384479157797,0.015446851,0.0003,0.2,0.010794639587402344,5890,0.09999999627470971,-0.012552343308925629,-2.605917549133301
25,1,19,1,0.004089838091749698,-0.0508557750321927,0.09494232,0.0003,0.2,-0.08382248878479004,5900,0.28399999141693116,-0.07304240018129349,-3.0585885047912598
50,2,19,2,0.31840812861919404,-0.021094894358888183,0.006942205,0.0003,0.2,-0.1554276943206787,5910,0.03599999919533729,0.10061168670654297,-0.8396347224712372
75,3,18,3,0.2272457718849182,-0.05581819578073919,0.042663343,0.0003,0.2,-0.11422348022460938,5920,0.17199999541044236,-0.01270933449268341,-1.8731279015541076
100,4,18,5,0.21190167367458343,-0.014017838757019518,0.011059908,0.0003,0.2,-0.002068042755126953,5930,0.06399999856948853,0.07074996829032898,-1.2937678337097167
125,5,18,6,0.06686195991933346,-0.010114712645459888,0.009428914,0.0003,0.2,0.02511841058731079,5940,0.043999999016523364,0.004894595593214035,-0.9449227213859558
150,6,17,8,0.12019561603665352,-0.010266981519991525,0.019125266,0.0003,0.2,-0.08840620517730713,5950,0.06799999773502349,0.021682381629943848,-1.1353655934333802
175,7,17,10,2.4397624731063843,-0.005297587205306797,0.005615611,0.0003,0.2,0.20724529027938843,5960,0.031999999284744264,1.0974234342575073,-0.6996568381786347
200,8,16,11,2.021640348434448,-0.0019739028820769276,0.0057776044,0.0003,0.2,-0.4177652597427368,5970,0.043999999016523364,0.8387003540992737,-0.5943071186542511
225,9,16,13,0.5513991594314576,-0.006681081761373164,0.002920153,0.0003,0.2,-0.3701298236846924,5980,0.003999999910593033,0.24904918670654297,-1.0952430605888366
250,10,15,15,0.025330204889178275,-0.02853120883926863,0.027158346,0.0003,0.2,-2.88625431060791,5990,0.1319999948143959,-0.036260560154914856,-2.2984132766723633
25,1,18,1,5.210575246810913,-0.0014874868153128772,0.012091927,0.0003,0.2,-0.9574869871139526,6000,0.05199999883770943,2.272721767425537,-0.39051049053668974
50,2,18,2,0.03484904691576958,-0.024979457403533446,0.03318922,0.0003,0.2,-0.04174065589904785,6010,0.15999999195337294,-0.022616593167185783,-1.5639902234077454
75,3,18,4,1.5614412665367126,0.0020706913186295138,0.00090198993,0.0003,0.2,-1.3309814929962158,6020,0.0,0.6911846995353699,-0.7704216420650483
100,4,17,5,0.2867684528231621,-0.024268676869571237,0.02042056,0.0003,0.2,0.04853731393814087,6030,0.06399999856948853,0.07335567474365234,-0.9089268863201141
125,5,17,7,0.24543081372976303,-0.005679101893678329,0.004991679,0.0003,0.2,0.2646174430847168,6040,0.023999999463558196,0.10349436104297638,-0.6799889206886292
150,6,17,8,2.7072072982788087,-0.0032200604729879954,0.00050932646,0.0003,0.2,-0.46561408042907715,6050,0.0,1.1507586240768433,-0.9713149249553681
175,7,16,10,0.0957317091524601,-0.016659602596424607,0.008710315,0.0003,0.2,-1.9807512760162354,6060,0.02799999937415123,0.005342748016119003,-2.034863543510437
200,8,16,12,1.892536723613739,0.0012834148234688314,0.0010052203,0.0003,0.2,0.0007891058921813965,6070,0.0,0.8394946455955505,-0.661837351322174
225,9,15,14,0.08084896802902222,-0.024414275942370268,0.014095478,0.0003,0.2,-1.5504717826843262,6080,0.05999999865889549,-0.005479101091623306,-1.4939921379089356
250,10,15,16,4.023730015754699,-0.0048038517353120366,0.0059405756,0.0003,0.2,-0.30377352237701416,6090,0.043999999016523364,1.8457856178283691,-0.7048596918582917
25,1,20,1,0.048088419064879415,-0.0017731303865438975,0.0020671987,0.0003,0.2,0.8677372485399246,6100,0.0,0.017599500715732574,-0.6811078786849976
50,2,19,2,0.13490837067365646,-0.023262301521375407,0.0109891845,0.0003,0.2,-1.0455427169799805,6110,0.043999999016523364,0.008269499987363815,-1.5790450930595399
75,3,19,3,0.10306039527058601,-0.009321734578697515,0.0037670468,0.0003,0.2,-0.5287288427352905,6120,0.019999999552965164,0.018650401383638382,-0.6812758803367615
100,4,18,5,0.2886741101741791,-0.02323068599030371,0.024733556,0.0003,0.2,-0.06856274604797363,6130,0.08799999877810478,0.0918997973203659,-0.9325184285640716
125,5,17,6,0.6999740362167358,-0.004674922930193048,0.003671739,0.0003,0.2,-0.28645551204681396,6140,0.019999999552965164,0.291877806186676,-0.2644059002399445
150,6,17,8,0.09679555967450142,-0.027025465127081816,0.080539875,0.0003,0.2,-0.17973840236663818,6150,0.11199999526143074,0.008902601897716522,-1.0182559728622436
175,7,16,10,0.09808630123734474,-0.028105933917686343,0.029790651,0.0003,0.2,0.104583740234375,6160,0.14799999222159385,-0.014843523502349854,-3.126165819168091
200,8,15,12,0.35985025465488435,0.0027547915875910435,0.0022544647,0.0003,0.2,-0.08908450603485107,6170,0.007999999821186066,0.16508769989013672,-1.382607340812683
225,9,15,14,0.20062288343906404,-0.006422956580412542,0.0021796513,0.0003,0.2,0.023893415927886963,6180,0.0,0.057785872370004654,-1.114757764339447
250,10,15,16,1.849453866481781,0.0014629976609722207,5.317211e-05,0.0003,0.2,-0.07505536079406738,6190,0.0,0.9038998484611511,-0.29527832567691803
25,1,19,1,1.0288305580615997,-0.005791323935613058,0.0006811356,0.0003,0.2,0.08931952714920044,6200,0.0,0.4308452010154724,-0.44147016704082487
50,2,18,2,0.4226284444332123,-0.019598191130906172,0.016158128,0.0003,0.2,0.013657331466674805,6210,0.05599999874830246,0.17139960825443268,-0.9173017263412475
75,3,18,4,0.7845598101615906,-1.0091066211348475e-05,7.152557e-09,0.0003,0.2,0.05958223342895508,6220,0.0,0.3504529297351837,-0.16895180344581603
100,4,18,5,0.5982143163681031,-0.00814184660697359,0.0017567682,0.0003,0.2,0.1635664701461792,6230,0.0,0.27021530270576477,-0.5729775369167328
125,5,17,7,1.837500309944153,-0.009866381888744512,0.0036499118,0.0003,0.2,0.06633859872817993,6240,0.015999999642372132,0.7879400849342346,-0.6691175699234009
150,6,17,8,3.5487003087997437,-0.0054626801528506515,0.0027564382,0.0003,0.2,0.050224125385284424,6250,0.011999999731779098,1.653779149055481,-0.7598388493061066
175,7,16,10,0.21868053525686265,-0.00642495325626804,0.0014605165,0.0003,0.2,-0.08649575710296631,6260,0.0,0.07461262494325638,-1.0884721279144287
200,8,16,12,0.3850916028022766,-0.008791402463335629,0.009210963,0.0003,0.2,-0.0019682645797729492,6270,0.043999999016523364,0.17042243480682373,-1.146340823173523
225,9,16,13,0.7622439742088318,-0.00567715350375515,0.0010224413,0.0003,0.2,-1.3050692081451416,6280,0.0,0.32096660137176514,-0.5958114743232727
250,10,15,16,1.1365591049194337,-0.0055370092791271475,0.0014992022,0.0003,0.2,-0.0009537935256958008,6290,0.003999999910593033,0.535301148891449,-0.53536097407341
25,1,22,1,1.6227076053619385,-0.004937343998652111,0.00094686984,0.0003,0.2,0.0150642991065979,6300,0.0,0.7135946154594421,-1.3869609355926513
50,2,20,2,1.0327173888683319,-0.001158541634271515,0.00021569966,0.0003,0.2,-0.023405075073242188,6310,0.0,0.40036800503730774,-0.572044974565506
75,3,19,3,0.6278155326843262,-0.015821741868742835,0.014110698,0.0003,0.2,0.25619977712631226,6320,0.043999999016523364,0.23768965899944305,-0.35731117725372313
100,4,18,5,0.2805494964122772,-0.04314096763357611,0.028494302,0.0003,0.2,-0.10069429874420166,6330,0.10799999609589576,0.048109158873558044,-1.477083694934845
125,5,18,6,0.13622565120458602,-0.013955545205622944,0.01280961,0.0003,0.2,0.08529478311538696,6340,0.043999999016523364,0.042358916252851486,-0.757724404335022
150,6,17,8,0.40603339672088623,-0.004743080907502417,0.0037417482,0.0003,0.2,-0.1119375228881836,6350,0.007999999821186066,0.1426398605108261,-1.0186977863311768
175,7,17,10,0.1515580154955387,-0.012181352875195728,0.006309068,0.0003,0.2,-0.33367669582366943,6360,0.019999999552965164,0.02242625504732132,-0.5769449770450592
200,8,16,12,1.7971343278884888,0.00035711621108944767,0.0029091095,0.0003,0.2,-0.17824816703796387,6370,0.031999999284744264,0.7834320664405823,-0.37134901583194735
225,9,16,13,0.6821470260620117,-0.003145719022839266,0.004665749,0.0003,0.2,0.04822814464569092,6380,0.019999999552965164,0.3266496956348419,-1.7013695240020752
250,10,15,15,0.18350412249565123,-0.029227544236928082,0.018845374,0.0003,0.2,-0.03701186180114746,6390,0.08799999579787254,0.025522783398628235,-1.1577319264411927
25,1,23,1,3.390476202964783,-0.004117450285179203,0.0059909318,0.0003,0.2,-0.07092654705047607,6400,0.03599999919533729,1.4967900514602661,-1.2194679498672485
50,2,20,2,0.06602094061672688,-0.02627378785796495,0.015832296,0.0003,0.2,-0.21553552150726318,6410,0.07599999830126762,-0.01985119841992855,-1.954140555858612
75,3,19,3,0.023323691077530385,-0.023681087817996806,0.03619396,0.0003,0.2,-0.371526837348938,6420,0.08799999579787254,-0.023095309734344482,-0.6681446075439453
100,4,19,5,0.5966800153255463,-0.02069877107441407,0.012277748,0.0003,0.2,-0.07585358619689941,6430,0.08399999812245369,0.23020176589488983,-1.7204981207847596
125,5,18,6,0.043363210186362265,-0.020021259863861475,0.011607763,0.0003,0.2,0.050814688205718994,6440,0.05999999865889549,-0.018831102177500725,-0.6126219987869262
150,6,17,8,0.02178576309233904,-0.011912807347020049,0.010556991,0.0003,0.2,0.0015794038772583008,6450,0.05199999883770943,-0.018578048795461655,-1.6506417870521546
175,7,17,10,0.02452270295470953,-0.023473392894491595,0.024945296,0.0003,0.2,-0.8373509645462036,6460,0.09199999794363975,-0.033403217792510986,-1.4666308283805847
200,8,16,11,0.08077122792601585,-0.030801117142662447,0.030927757,0.0003,0.2,-0.3701448440551758,6470,0.13999999761581422,-0.010666318237781525,-1.4344543814659119
225,9,16,13,0.10734312310814857,-0.03846692624501884,0.023029312,0.0003,0.2,-0.608489990234375,6480,0.14799999743700026,-0.039814647287130356,-2.4710926532745363
250,10,15,15,0.08976304009556771,-0.0293034098558131,0.010313756,0.0003,0.2,-0.6920673847198486,6490,0.05199999883770943,-0.027282357215881348,-2.832403612136841
25,1,22,1,1.1694825410842895,-0.023784947381354015,0.009189303,0.0003,0.2,-0.17416691780090332,6500,0.031999999284744264,0.43906086683273315,-2.6281423568725586
50,2,20,2,0.05054304860532284,-0.037716905109584344,0.030506346,0.0003,0.2,-0.45636892318725586,6510,0.13199999704957008,-0.03741373121738434,-2.1455049753189086
75,3,19,3,0.6677475273609161,-0.029057114094495518,0.036893554,0.0003,0.2,0.025195002555847168,6520,0.09599999710917473,0.2649173140525818,-2.093954849243164
100,4,18,5,0.06699053794145585,-0.026259969465434806,0.010007298,0.0003,0.2,-2.450505256652832,6530,0.05999999865889549,-0.011919323354959488,-1.7525316715240478
125,5,17,7,0.7359560430049896,-0.010049495150451549,0.0075181075,0.0003,0.2,-0.0010786056518554688,6540,0.02799999937415123,0.33264777064323425,-0.8265753209590911
150,6,17,8,0.05874348245561123,-0.015549075397662903,0.005876851,0.0003,0.2,0.08927083015441895,6550,0.031999999284744264,-0.0020797010511159897,-0.4955306649208069
175,7,16,10,10.59891414642334,-0.000392869943519969,0.00087357755,0.0003,0.2,0.006676793098449707,6560,0.0,5.117401599884033,-1.4806015849113465
200,8,16,12,6.58210301399231,-0.007175543149700303,0.0013593578,0.0003,0.2,-0.012878179550170898,6570,0.003999999910593033,3.038952589035034,-0.44884956181049346
225,9,15,14,1.7780945301055908,-0.0019886216532032817,0.00019525766,0.0003,0.2,-0.1743607521057129,6580,0.0,0.7367117404937744,-0.7674587845802308
250,10,15,16,1.1969822525978089,-0.016351524523459206,0.0041074273,0.0003,0.2,0.010749101638793945,6590,0.015999999642372132,0.5594919323921204,-1.279907464981079
25,1,22,1,0.528762549161911,-0.005980878707487136,0.013733499,0.0003,0.2,-0.05431663990020752,6600,0.02799999937415123,0.24324911832809448,-0.667060387134552
50,2,20,2,0.26912634521722795,-0.02289079745952023,0.008299138,0.0003,0.2,0.29321664571762085,6610,0.05999999865889549,0.03539203479886055,-2.6673713445663454
75,3,19,3,0.11471561007201672,-0.01267531066155243,0.00838973,0.0003,0.2,-0.5739262104034424,6620,0.043999999016523364,0.008650209754705429,-0.6038333892822265
100,4,18,5,0.05190699957311153,-0.027242356410250322,0.016362976,0.0003,0.2,-0.03833460807800293,6630,0.107999999076128,-0.029550747945904732,-1.3986230731010436
125,5,17,7,0.5436413049697876,-0.01663933103997266,0.013877563,0.0003,0.2,-0.2364445924758911,6640,0.06399999782443047,0.20654579997062683,-2.1727131843566894
150,6,17,8,1.602313256263733,-0.007019247857854083,0.0062237214,0.0003,0.2,0.0108717679977417,6650,0.019999999552965164,0.7570517063140869,-1.0692106485366821
175,7,16,10,0.24520960003137587,-0.015741016159300614,0.0076418994,0.0003,0.2,-0.4856988191604614,6660,0.043999999016523364,0.08964132517576218,-0.9503064036369324
200,8,16,12,1.5651467204093934,0.00039158330939272903,3.9219856e-05,0.0003,0.2,0.13651615381240845,6670,0.0,0.6825376749038696,-0.4219601571559906
225,9,16,13,0.24475277811288834,-0.0020293702573981774,0.0057193325,0.0003,0.2,-0.037593960762023926,6680,0.023999999463558196,0.08922582119703293,-0.7455487370491027
250,10,15,16,0.2842456102371216,-0.00852285936288517,0.0028449702,0.0003,0.2,-0.1068648099899292,6690,0.015999999642372132,0.11583943665027618,-1.3507134914398193
25,1,22,1,2.9918960094451905,-0.0008467278368186725,0.00088689086,0.0003,0.2,-0.26283907890319824,6700,0.0,1.356344223022461,-0.735983955860138
50,2,20,2,2.2895429372787475,-0.033049486629665024,0.046731,0.0003,0.2,0.08383619785308838,6710,0.09599999785423279,1.0772720575332642,-1.1110253095626832
75,3,19,3,1.520329475402832,-0.0053724180716091755,0.0026190567,0.0003,0.2,0.011475920677185059,6720,0.003999999910593033,0.7167121171951294,-1.4212913155555724
100,4,19,5,12.591491603851319,-0.008722093679475051,0.0031144929,0.0003,0.2,0.03182262182235718,6730,0.007999999821186066,6.1864094734191895,-0.9896995246410369
125,5,18,6,3.6753293752670286,-0.008187613426067487,0.0016860985,0.0003,0.2,-0.19801557064056396,6740,0.003999999910593033,1.7268052101135254,-1.2812893986701965
150,6,17,8,2.963327431678772,-0.010943709882441865,0.0036720585,0.0003,0.2,-0.0055468082427978516,6750,0.019999999552965164,1.3787282705307007,-0.7886129200458527
175,7,17,10,0.0760393463075161,-0.046034746106714056,0.02434807,0.0003,0.2,0.13154417276382446,6760,0.13199999630451204,-0.0724671334028244,-3.330461359024048
200,8,16,11,0.017789346724748613,-0.027414267419371897,0.023379061,0.0003,0.2,-0.09388923645019531,6770,0.11199999749660491,-0.057899512350559235,-2.7607841968536375
225,9,16,13,0.06517252475023269,-0.020977159352041495,0.012975297,0.0003,0.2,-5.963473796844482,6780,0.051999998092651364,-0.01889217644929886,-1.244767165184021
250,10,15,15,0.37393457591533663,-0.01631231775879858,0.010855412,0.0003,0.2,-0.12278366088867188,6790,0.05599999874830246,0.1361725926399231,-1.1139726042747498
25,1,23,1,0.034134984388947485,-0.005083701757481407,0.0052203964,0.0003,0.2,-0.5825186967849731,6800,0.023999999463558196,0.004235820844769478,-1.0798491358757019
50,2,20,2,0.3593208760023117,-0.02122055930644251,0.008055313,0.0003,0.2,-0.17131412029266357,6810,0.0439999982714653,0.10754035413265228,-1.6604540586471557
75,3,19,3,2.0330522298812865,-0.017317815389018422,0.04848879,0.0003,0.2,-0.31815874576568604,6820,0.07199999839067459,0.8488838076591492,-1.7039898872375487
100,4,18,5,0.2572815418243408,-0.018757931948173833,0.013235664,0.0003,0.2,-0.0417022705078125,6830,0.05199999883770943,0.08956728875637054,-1.6270308375358582
125,5,17,6,0.013160931738093495,-0.042182728281244405,0.036590982,0.0003,0.2,-0.09141373634338379,6840,0.29599998891353607,-0.06373828649520874,-2.8127622842788695
150,6,17,8,0.16578002125024796,-0.00306397160841172,0.015358161,0.0003,0.2,-1.311722993850708,6850,0.07199999839067459,0.06659355014562607,-1.7018131971359254
175,7,16,10,0.06548127643764019,-0.011473544463049556,0.004639492,0.0003,0.2,-0.519262433052063,6860,0.007999999821186066,-0.0046339575201272964,-3.4747271299362184
200,8,16,12,0.09999745413661003,-0.03135911219473932,0.007498908,0.0003,0.2,-0.6278380155563354,6870,0.043999999016523364,-0.02344895526766777,-1.9442185878753662
225,9,16,13,0.14834093451499938,-0.04312577345222231,0.033435095,0.0003,0.2,-0.5394306182861328,6880,0.1119999960064888,-0.011364609003067017,-1.4303159594535828
250,10,15,15,0.013430499285459519,-0.013527233025524766,0.028440585,0.0003,0.2,0.16596990823745728,6890,0.06399999856948853,-0.029012488201260567,-1.941544497013092
25,1,22,1,0.1587696462869644,-0.018289869553409232,0.027074976,0.0003,0.2,-0.07706344127655029,6900,0.13999999612569808,0.04135461896657944,-1.8138442993164063
50,2,19,2,0.4127562910318375,-0.026832482859492756,0.010326294,0.0003,0.2,-0.3085975646972656,6910,0.031999999284744264,0.10937506705522537,-1.6515026569366456
75,3,18,3,0.4851999878883362,-7.377433060895555e-05,0.0003167772,0.0003,0.2,0.0721173882484436,6920,0.0,0.23563098907470703,-0.9564329266548157
100,4,18,5,4.433438444137574,-0.004706283848499737,0.00037138222,0.0003,0.2,0.03982663154602051,6930,0.0,2.066340923309326,-0.6353655159473419
125,5,17,6,0.13485661745071412,-0.009151329764164995,0.002048471,0.0003,0.2,0.16249722242355347,6940,0.007999999821186066,0.04741188883781433,-0.49517403542995453
150,6,17,8,0.7443984031677247,-0.0022455639692488204,0.00013248921,0.0003,0.2,0.05153006315231323,6950,0.0,0.29545333981513977,-0.2253059834241867
175,7,16,10,2.195152497291565,-0.008698180071194628,0.0016832232,0.0003,0.2,-0.0006347894668579102,6960,0.011999999731779098,1.0675777196884155,-0.8436715781688691
200,8,16,12,0.06067958772182465,-0.02587868151813737,0.041746568,0.0003,0.2,-0.012287020683288574,6970,0.09999999776482582,-0.012454487383365631,-1.2104893803596497
225,9,16,13,0.3425507038831711,-0.014648342625238087,0.026261793,0.0003,0.2,0.026707231998443604,6980,0.17199999541044236,0.13522003591060638,-1.2928314685821534
250,10,15,15,0.02188803404569626,-0.03505127569846813,0.011592867,0.0003,0.2,-1.2306604385375977,6990,0.059999997913837436,-0.055209606885910034,-2.3091774225234984
25,1,22,1,1.4438570618629456,-0.005111982471309773,0.01786157,0.0003,0.2,0.02292919158935547,7000,0.07999999821186066,0.6320079565048218,-0.9075729191303253
50,2,20,2,0.422831603884697,-0.028269831391051527,0.02194735,0.0003,0.2,0.12413597106933594,7010,0.13599999547004699,0.16668419539928436,-2.0804663419723513
75,3,19,3,2.1656140089035034,-0.00015245598011119909,0.00074069976,0.0003,0.2,0.29833292961120605,7020,0.0,0.9680129885673523,-0.4911208122968674
100,4,18,5,0.3185402870178223,-0.001750727125210716,0.0003042054,0.0003,0.2,0.2816394567489624,7030,0.0,0.12505455315113068,-0.45531774759292604
125,5,17,6,17.053699493408203,-0.0010328798016018936,0.00088083505,0.0003,0.2,-0.08961689472198486,7040,0.0,8.496252059936523,-1.1002032279968261
