time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_fraction,train/explained_variance,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/loss,train/value_loss
7,9,19,175,7660,0.0003,-0.5379129767417907,0.07599999830126762,0.4531453847885132,0.2,0.028946072,-0.005305483803153166,0.26754313707351685,0.6144114077091217
8,10,18,200,7670,0.0003,-1.5862439036369325,0.10399999767541886,-0.48806869983673096,0.2,0.00864892,-0.022178473185747904,0.01955568417906761,0.13095508888363838
9,12,18,225,7680,0.0003,-0.478185823559761,0.0,-0.02758634090423584,0.2,0.00072016474,-0.005167207850143285,1.938881516456604,4.052182865142822
10,13,17,250,7690,0.0003,-1.0466539025306703,0.023999999463558196,0.09133529663085938,0.2,0.007729752,-0.00818056656979067,2.6914050579071045,5.889889574050903
1,0,26,25,7700,0.0003,-1.7996028184890747,0.13599999397993087,0.027099609375,0.2,0.024453083,-0.0363211024198681,0.3732071816921234,0.9095740437507629
2,2,23,50,7710,0.0003,-0.4641555845737457,0.007999999821186066,-0.048159241676330566,0.2,0.0019242311,-0.006782004211330417,0.4122309684753418,0.8958869218826294
3,3,21,75,7720,0.0003,-0.9585835337638855,0.05199999883770943,0.16683977842330933,0.2,0.014427488,-0.01236482165707269,0.03182926028966904,0.14391533359885217
4,4,21,100,7730,0.0003,-1.3908928990364076,0.019999999552965164,0.01087486743927002,0.2,0.004971707,-0.01057396642374755,0.6816403865814209,1.454548752307892
5,6,20,125,7740,0.0003,-0.5755171537399292,0.015999999642372132,0.06951481103897095,0.2,0.002690394,-0.004343900099862452,2.3620340824127197,4.891807174682617
6,7,19,150,7750,0.0003,-0.4005042850971222,0.015999999642372132,-0.2002096176147461,0.2,0.002419555,-0.004371330350055302,0.20133674144744873,0.5503918617963791
7,9,19,175,7760,0.0003,-0.17322839051485062,0.0,0.124015212059021,0.2,8.2254405e-07,0.0003555195315861681,21.910154342651367,44.93996734619141
8,10,18,200,7770,0.0003,-0.6410203158855439,0.0,-0.0021562576293945312,0.2,0.0006700635,-0.001802281821000662,0.5405584573745728,1.2884955286979676
9,12,18,225,7780,0.0003,-1.011484408378601,0.043999999016523364,0.025114357471466064,0.2,0.007040574,-0.013723311688750073,0.704200804233551,1.5625564694404601
10,14,17,250,7790,0.0003,-1.2530528545379638,0.07199999988079071,0.21344560384750366,0.2,0.012353194,-0.010685824374202646,0.08725256472826004,0.2158283218741417
1,0,25,25,7800,0.0003,-1.0101961612701416,0.0,0.27185559272766113,0.2,0.0016845178,0.001103648402728652,0.49736711382865906,1.195856934785843
2,2,22,50,7810,0.0003,-0.29438434839248656,0.0,0.009354233741760254,0.2,1.594305e-05,-2.1820783088344343e-05,0.29591184854507446,0.7618382811546326
3,3,21,75,7820,0.0003,-1.305104172229767,0.05199999883770943,0.19533437490463257,0.2,0.014590346,-0.013100641797296576,-0.0030059535056352615,0.081999796256423
4,4,20,100,7830,0.0003,-1.1380201816558837,0.0559999980032444,-0.10645091533660889,0.2,0.008151825,0.001598953443579365,6.982873439788818,14.04638671875
5,6,20,125,7840,0.0003,-0.456664115190506,0.02799999937415123,0.019232213497161865,0.2,0.0123729445,-0.005528047474567188,0.2573372721672058,0.593503201007843
6,7,19,150,7850,0.0003,-1.5494248747825623,0.04799999892711639,-0.598442792892456,0.2,0.007196424,-0.018488843334838734,0.07650596648454666,0.22972833663225173
7,8,19,175,7860,0.0003,-1.031602716445923,0.019999999552965164,-0.02503347396850586,0.2,0.0033288572,-0.0029963390347548468,4.195703506469727,8.556620216369629
8,10,18,200,7870,0.0003,-0.7541674613952637,0.019999999552965164,-0.023106813430786133,0.2,0.00440264,-0.010494552675139346,1.9691932201385498,4.36955955028534
9,12,18,225,7880,0.0003,-1.4295472502708435,0.015999999642372132,-0.07934367656707764,0.2,0.0037493824,-0.01596192698879122,0.7422025799751282,1.8582316517829895
10,14,17,250,7890,0.0003,-1.4129096031188966,0.015999999642372132,0.01668846607208252,0.2,0.0036729216,-0.01266864164918644,5.157519340515137,11.0525146484375
1,0,26,25,7900,0.0003,-0.5642265200614929,0.023999999463558196,-0.09233736991882324,0.2,0.004427664,-0.00882980644423519,0.4233551621437073,0.8650656998157501
2,2,23,50,7910,0.0003,-1.812184989452362,0.0,0.01867467164993286,0.2,0.00063941,0.0002986691145924425,0.8528364300727844,1.7988895654678345
3,3,22,75,7920,0.0003,-0.8936332643032074,0.0,-0.34316444396972656,0.2,0.00011558771,-0.0010730209028988469,0.2083861082792282,0.46093829870224
4,4,21,100,7930,0.0003,-1.27863450050354,0.06799999848008156,0.09692966938018799,0.2,0.008230154,-0.015503307449631265,0.06207917630672455,0.1913836494088173
5,6,20,125,7940,0.0003,-0.6346758604049683,0.007999999821186066,-0.005815625190734863,0.2,0.0011376166,0.002540822928305886,6.6619110107421875,13.815458965301513
6,7,20,150,7950,0.0003,-1.0984542608261108,0.0,0.03906375169754028,0.2,0.0019738174,-0.006306856291251961,2.007458209991455,4.29634656906128
7,8,19,175,7960,0.0003,-0.20257109701633452,0.011999999731779098,-0.40566885471343994,0.2,0.0028935885,-0.005447343740962651,0.46377894282341003,0.9564862966537475
8,10,19,200,7970,0.0003,-0.27965480983257296,0.0,-0.5544661283493042,0.2,2.4764537e-05,-6.567835704913705e-05,3.4998254776000977,7.745480251312256
9,12,18,225,7980,0.0003,-0.10018003061413765,0.0,0.4108864665031433,0.2,0.0,4.768371679730876e-08,1.665055274963379,9.122456932067871
10,14,17,250,7990,0.0003,-0.13852356225252152,0.0,0.3666571378707886,0.2,2.6226044e-08,-5.797147685804304e-06,0.6258853077888489,1.350529432296753
1,0,25,25,8000,0.0003,-3.1093029975891113,0.27199999168515204,0.3906109929084778,0.2,0.10148203,-0.0490188424773514,-0.009448803961277008,0.1978313982486725
2,2,22,50,8010,0.0003,-0.8569879829883575,0.015999999642372132,0.010234177112579346,0.2,0.004620278,-0.011726544976700382,0.204426571726799,0.6145266115665435
3,3,21,75,8020,0.0003,-0.45036996006965635,0.015999999642372132,-1.6894283294677734,0.2,0.0016214395,0.00059991192049349,5.972487926483154,13.054275608062744
4,4,21,100,8030,0.0003,-0.4628353208303452,0.0,0.5652701556682587,0.2,8.1510545e-05,-0.0003407714279688889,5.449024677276611,11.3518816947937
5,6,20,125,8040,0.0003,-0.15470653772354126,0.007999999821186066,0.34354567527770996,0.2,0.0017134142,-0.0021464636996970654,0.08716645836830139,0.21807461380958557
6,7,19,150,8050,0.0003,-1.546545135974884,0.08799999803304673,0.16833150386810303,0.2,0.085642084,-0.01870011939480918,0.8908393383026123,1.8800711989402772
7,9,19,175,8060,0.0003,-0.8853016018867492,0.0,-0.34903597831726074,0.2,0.0026269555,-0.0031542413433488293,0.6202723383903503,1.41594717502594
8,10,18,200,8070,0.0003,-0.899796998500824,0.023999999463558196,0.06924957036972046,0.2,0.005830488,-0.015890152790117896,1.120890498161316,2.3549653053283692
9,12,18,225,8080,0.0003,-0.7280987620353698,0.0,-0.08699393272399902,0.2,0.0012389874,-0.0002226014058106074,0.4839087128639221,1.035700249671936
10,13,17,250,8090,0.0003,-0.5215653240680694,0.0,0.08541619777679443,0.2,2.2554398e-06,0.0007686602901667783,3.0368759632110596,6.432347536087036
1,1,23,25,8100,0.0003,-1.5427407622337341,0.015999999642372132,0.24592459201812744,0.2,0.0024271035,-0.005896229112288154,0.16710247099399567,0.39843533039093015
2,2,21,50,8110,0.0003,-0.8901652097702026,0.019999999552965164,0.11449378728866577,0.2,0.0060747215,-0.016999135154299693,0.5323570966720581,1.2326480269432067
3,3,20,75,8120,0.0003,-0.5015920728445054,0.02799999937415123,-1.113476276397705,0.2,0.006937816,-0.018365653670378634,0.2837081253528595,0.6914330422878265
4,4,20,100,8130,0.0003,-0.2942000538110733,0.015999999642372132,0.09829998016357422,0.2,0.0027440428,-0.00856155581353164,1.5290982723236084,3.189079189300537
5,6,19,125,8140,0.0003,-0.6465260982513428,0.0,-0.022734403610229492,0.2,0.00012095451,0.0003612208301348119,3.3656368255615234,7.279605102539063
6,7,19,150,8150,0.0003,-0.5234414935112,0.0,0.6973322033882141,0.2,0.0010237073,-0.005402532184845832,0.18152716755867004,0.48651301562786103
7,9,18,175,8160,0.0003,-0.9719237267971039,0.02799999937415123,0.37364763021469116,0.2,0.0059331534,-0.007693227902520405,0.05542290210723877,0.14711741656064986
8,10,18,200,8170,0.0003,-0.6289465427398682,0.02799999937415123,0.215110182762146,0.2,0.01512999,-0.0053031043042429,0.30540990829467773,0.7632611274719239
9,12,18,225,8180,0.0003,-0.1983368366956711,0.019999999552965164,0.1333930492401123,0.2,0.0052308915,-0.005267301937099589,0.13050852715969086,0.3509220749139786
10,14,17,250,8190,0.0003,-0.788525515794754,0.15199999883770943,0.24637901782989502,0.2,0.047848873,-0.01796134548168631,0.09201549738645554,0.2365866169333458
1,1,22,25,8200,0.0003,-0.4725123167037964,0.019999999552965164,-2.477618932723999,0.2,0.0038728379,-0.007252811247250435,0.14954803884029388,0.36794604659080504
2,2,22,50,8210,0.0003,-0.5749128580093383,0.0,0.22474533319473267,0.2,0.00033859015,-0.00033986043932969777,0.5625033378601074,1.3821017742156982
3,3,20,75,8220,0.0003,-0.19208921045064925,0.0,-3.604743480682373,0.2,0.00013892412,-0.0003094415585074728,0.7828980684280396,1.9465869188308715
4,4,20,100,8230,0.0003,-0.6899824380874634,0.015999999642372132,0.5821309685707092,0.2,0.004520731,-0.020800057593732647,0.08198980242013931,0.47799586951732637
5,6,19,125,8240,0.0003,-0.2437051385641098,0.0,0.20283973217010498,0.2,0.0012742447,-0.00045767927703792565,1.211013913154602,2.423073720932007
6,7,19,150,8250,0.0003,-0.560234934091568,0.0,0.29995447397232056,0.2,0.00084850786,-0.006393385146744634,1.1307876110076904,2.499369668960571
7,9,18,175,8260,0.0003,-0.419440495967865,0.03999999910593033,0.3782336711883545,0.2,0.006979966,-0.018651612090878445,0.31099748611450195,0.7154534459114075
8,10,18,200,8270,0.0003,-0.8916201949119568,0.10399999767541886,0.30196213722229004,0.2,0.054416526,-0.0111365879513329,0.26767686009407043,0.7535183310508728
9,12,18,225,8280,0.0003,-1.7644713401794434,0.16799999475479127,0.3898414373397827,0.2,0.16255832,-0.024951954774559228,0.09428133070468903,0.4287633329629898
10,14,17,250,8290,0.0003,-0.38355248868465425,0.03599999919533729,-1.1353189945220947,0.2,0.009462225,-0.02132521020434801,0.27762576937675476,0.7346801578998565
1,1,24,25,8300,0.0003,-0.4903445035219193,0.09999999776482582,-0.9306694269180298,0.2,0.02316939,-0.012157633671537127,0.10118177533149719,0.29054916054010393
2,2,21,50,8310,0.0003,-0.5581030964851379,0.0,-2.2490859031677246,0.2,0.00041216373,-0.0015923218434330977,0.21420149505138397,0.6419940084218979
3,3,21,75,8320,0.0003,-1.6703097939491272,0.11999999806284904,-3.1474761962890625,0.2,0.02224018,-0.029046039588749472,0.014851938933134079,0.15185624808073045
4,5,19,100,8330,0.0003,-2.0278151988983155,0.2159999966621399,-1.852201223373413,0.2,0.034452382,-0.034555039601400495,-0.024213191121816635,0.0999779835343361
5,6,19,125,8340,0.0003,-0.3808792859315872,0.0,-0.6316958665847778,0.2,0.00042500734,0.007127284567803116,1.3959006071090698,3.04231858253479
6,7,18,150,8350,0.0003,-1.1321986675262452,0.0,-0.2914224863052368,0.2,0.0001254344,-0.0011186046401704176,1.9161152839660645,4.146591138839722
7,9,18,175,8360,0.0003,-0.1448460265994072,0.0,0.12811708450317383,0.2,9.5367426e-08,-4.5138000528766044e-05,9.963388442993164,20.936095809936525
8,10,18,200,8370,0.0003,-0.2823423594236374,0.0,0.7181643843650818,0.2,2.646446e-06,-0.00021541189489653333,0.18739694356918335,0.4990811556577682
9,12,17,225,8380,0.0003,-0.6786298632621766,0.007999999821186066,-0.26995718479156494,0.2,0.002033887,-0.006420680094510444,0.16664409637451172,0.44594608843326566
10,14,17,250,8390,0.0003,-0.13091873675584792,0.011999999731779098,0.09827178716659546,0.2,0.0033485864,-0.00407986891735348,0.18326351046562195,0.4699283063411713
1,0,25,25,8400,0.0003,-0.8942157089710235,0.05199999883770943,-0.03876018524169922,0.2,0.016857078,-0.0036831630354285496,0.9365885257720947,1.9784777164459229
2,2,23,50,8410,0.0003,-0.7688918590545655,0.007999999821186066,0.2110896110534668,0.2,0.0021296404,-0.0008226426545149934,0.09356041252613068,0.19394953399896622
3,3,22,75,8420,0.0003,-1.120747935771942,0.3199999876320362,-0.7090010643005371,0.2,0.047902457,-0.017713577574119198,0.243166983127594,0.6399372696876526
4,4,20,100,8430,0.0003,-0.8876414239406586,0.011999999731779098,-1.8860011100769043,0.2,0.004435923,-0.008524019421544082,0.06991560012102127,0.2072964757680893
5,6,19,125,8440,0.0003,-0.8945265471935272,0.031999999284744264,-0.09499800205230713,0.2,0.007348187,-0.023260683159343643,0.3112925589084625,0.7828144431114197
6,7,19,150,8450,0.0003,-0.687163120508194,0.007999999821186066,-0.9905836582183838,0.2,0.0014528894,-0.001964535420353286,0.3005492687225342,0.8911571383476258
7,9,18,175,8460,0.0003,-0.10972929373383522,0.0,0.06455439329147339,0.2,0.0,1.580715135673927e-07,17.430309295654297,40.063476181030275
8,10,18,200,8470,0.0003,-1.2783180236816407,0.007999999821186066,0.6125515401363373,0.2,0.002305925,-0.00511307830922334,0.03421899676322937,0.09996093139052391
9,12,17,225,8480,0.0003,-1.1993634819984436,0.015999999642372132,-0.564674973487854,0.2,0.004495497,-0.008722392221214292,0.3037235736846924,0.8104069650173187
10,14,17,250,8490,0.0003,-1.3680539011955262,0.0799999974668026,0.218641996383667,0.2,0.085757114,-0.023176463175564876,-0.0002905018627643585,0.08473337143659591
1,1,21,25,8500,0.0003,-0.5658096432685852,0.0,-0.04258286952972412,0.2,0.00034852503,0.0030898279831745867,1.9566177129745483,4.504375147819519
2,2,20,50,8510,0.0003,-1.6261862158775329,0.26399999260902407,-4.111452579498291,0.2,0.060279377,-0.05152907986566433,-0.03951316326856613,0.06978260688483715
3,3,19,75,8520,0.0003,-0.9157974481582641,0.06799999698996544,-1.2152595520019531,0.2,0.018913696,-0.016560793555341746,0.012890243902802467,0.09255103915929794
4,5,18,100,8530,0.0003,-0.5560286283493042,0.06399999856948853,-0.9556078910827637,0.2,0.006863725,0.013496757166459972,0.2852366268634796,0.6975640475749969
5,6,17,125,8540,0.0003,-0.34469435513019564,0.0,0.3344770073890686,0.2,0.0002023983,-0.0014792551485584226,3.099966526031494,6.4681483745574955
6,8,17,150,8550,0.0003,-0.45242634117603303,0.0,-2.389880418777466,0.2,0.00055439473,-0.0033464895557848706,0.7428802251815796,1.660392439365387
7,10,17,175,8560,0.0003,-1.1984007477760314,0.0,-0.14366543292999268,0.2,0.00029336213,-0.002136521537788383,1.4039175510406494,2.939730405807495
8,11,17,200,8570,0.0003,-0.6446031391620636,0.0,-0.7934026718139648,0.2,0.00015048742,-0.00029592561577374,0.1602204293012619,0.35852451622486115
9,13,16,225,8580,0.0003,-0.13805172145366668,0.0,0.10720276832580566,0.2,1.1920928e-08,2.505731573521075e-05,0.6673958897590637,1.448603594303131
10,14,16,250,8590,0.0003,-0.15320068150758742,0.0,-0.1157083511352539,0.2,0.0005400395,-0.001208904230181318,0.10791873186826706,0.32669288814067843
1,1,24,25,8600,0.0003,-0.27428682148456573,0.023999999463558196,0.2147539258003235,0.2,0.005217452,-0.0214398313583807,0.3002801239490509,0.8658625185489655
2,2,23,50,8610,0.0003,-0.9988962352275849,0.015999999642372132,-2.883108139038086,0.2,0.005423419,-0.009000150129664774,0.04447320103645325,0.18886065036058425
3,3,21,75,8620,0.0003,-0.11661315783858299,0.0,0.24541103839874268,0.2,0.0,-1.5780925359365483e-06,2.956336259841919,7.0798197269439695
4,4,20,100,8630,0.0003,-0.5766102433204651,0.011999999731779098,-0.02046358585357666,0.2,0.0032804036,-0.01351579044014244,1.4379476308822632,3.079903984069824
5,6,20,125,8640,0.0003,-0.11482794135808945,0.0,-0.13451659679412842,0.2,2.1457672e-06,4.7838686961831914e-05,17.667415618896484,43.352257919311526
6,7,19,150,8650,0.0003,-0.9638354122638703,0.0,0.7444480359554291,0.2,0.0006018877,-0.0007780832955614159,0.7185716032981873,1.6718256950378418
7,9,18,175,8660,0.0003,-0.6335402309894562,0.03999999910593033,-1.0744783878326416,0.2,0.0069919773,-0.0056996173211373066,0.06148896366357803,0.2002481549978256
8,10,18,200,8670,0.0003,-0.5883913397789001,0.023999999463558196,0.1470596194267273,0.2,0.0047163917,-0.010931719999760326,0.6507328152656555,1.518812656402588
9,12,17,225,8680,0.0003,-0.5722323954105377,0.007999999821186066,0.10946905612945557,0.2,0.00135499,-0.00036354636417321726,0.2994302809238434,0.6315038084983826
10,14,17,250,8690,0.0003,-0.6861626744270325,0.06399999856948853,0.055051326751708984,0.2,0.015084195,-0.02118709813244628,2.7495031356811523,5.781825208663941
1,1,24,25,8700,0.0003,-0.6179653644561768,0.023999999463558196,0.07285010814666748,0.2,0.0034250808,-0.003927432179218471,1.3188165426254272,3.2169140100479128
2,2,22,50,8710,0.0003,-0.583104544878006,0.0,-3.134366035461426,0.2,0.0014872312,-0.0034594058201186328,0.5130348205566406,1.066749906539917
3,3,21,75,8720,0.0003,-0.40971947014331817,0.0,-0.801742672920227,0.2,0.0012760472,-0.004841236060019583,0.11359274387359619,0.3361277371644974
4,4,20,100,8730,0.0003,-1.0543479800224305,0.09199999794363975,-0.041628479957580566,0.2,0.01937391,-0.019682681074366038,0.10435464233160019,0.31655153930187224
5,6,20,125,8740,0.0003,-0.47429115772247316,0.019999999552965164,-0.17764806747436523,0.2,0.004675026,-0.00493680323852459,0.38116970658302307,0.9639358580112457
6,7,19,150,8750,0.0003,-0.32328643202781676,0.015999999642372132,-0.03638958930969238,0.2,0.0029695295,-0.01386085831746442,3.81392240524292,7.83813157081604
7,9,19,175,8760,0.0003,-0.5075754344463348,0.0,0.04138404130935669,0.2,0.00041456937,-0.0009103346851187411,1.954392910003662,4.689594173431397
8,10,18,200,8770,0.0003,-0.49130103290081023,0.0,-0.0043489933013916016,0.2,3.0148029e-05,-0.001270317057089443,8.858114242553711,18.89158477783203
9,12,18,225,8780,0.0003,-0.3828949421644211,0.003999999910593033,-1.391108512878418,0.2,0.0014232754,-0.0050153161375785515,0.17382508516311646,0.3678041100502014
10,14,17,250,8790,0.0003,-0.5273960769176483,0.0,-0.8980154991149902,0.2,0.0015171862,-0.002357883648888759,0.0645555630326271,0.1800984799861908
1,0,27,25,8800,0.0003,-0.359141081571579,0.015999999642372132,-0.5203008651733398,0.2,0.001669259,-0.0022275542691346573,0.5649368762969971,1.2286311149597169
2,2,24,50,8810,0.0003,-0.7426001369953156,0.0,0.39796507358551025,0.2,0.00014838696,-0.00017506408242411452,0.4116806387901306,1.0693967163562774
3,3,22,75,8820,0.0003,-0.36061625480651854,0.0,0.016490519046783447,0.2,0.00010608196,-0.0006073889483813489,4.747034072875977,10.173246383666992
4,4,21,100,8830,0.0003,-0.6710675835609436,0.05599999874830246,0.1689782738685608,0.2,0.014249181,-0.013177408315240769,0.22143681347370148,0.5121749341487885
5,5,21,125,8840,0.0003,-0.6821230173110961,0.0,0.44037026166915894,0.2,0.00017471075,0.0005108215738431454,0.24819788336753845,0.579389002919197
6,7,20,150,8850,0.0003,-1.476766002178192,0.08399999663233756,-2.6557300090789795,0.2,0.012631438,-0.010136491143843074,0.006011463701725006,0.07590057700872421
7,8,19,175,8860,0.0003,-1.2870689392089845,0.011999999731779098,0.5898303687572479,0.2,0.0035793972,0.0017231466085359415,1.8416433334350586,3.868931007385254
8,10,19,200,8870,0.0003,-0.7601710140705109,0.043999999016523364,0.10545963048934937,0.2,0.0065048,-0.019298803298734412,2.661484956741333,5.575928783416748
9,12,18,225,8880,0.0003,-0.766045069694519,0.015999999642372132,-1.856945276260376,0.2,0.0022026992,-0.0023646566652026023,0.5492828488349915,1.405283772945404
10,14,17,250,8890,0.0003,-0.2331630825996399,0.0,-0.9700076580047607,0.2,6.5445897e-06,-6.078433735083877e-05,0.7854514122009277,1.7904793262481689
1,0,25,25,8900,0.0003,-0.6159613311290741,0.015999999642372132,-0.2594783306121826,0.2,0.0026769994,-0.0020972802265314173,0.180043563246727,0.3994399607181549
2,2,23,50,8910,0.0003,-0.3219130337238312,0.0,0.27151012420654297,0.2,0.0008176708,-0.0014806906729354808,0.43353238701820374,0.9823724031448364
3,3,22,75,8920,0.0003,-0.3089558869600296,0.0,0.07429635524749756,0.2,4.883051e-05,-0.0011911711464925646,0.9513506889343262,2.329810380935669
4,4,21,100,8930,0.0003,-0.9175959944725036,0.043999999016523364,0.13449573516845703,0.2,0.024677694,-0.011603988387621911,0.8127933144569397,1.8079216241836549
5,5,21,125,8940,0.0003,-0.181101955473423,0.0,-0.16328656673431396,0.2,9.3936916e-07,3.239130883976315e-05,0.5633092522621155,1.2608440041542053
6,7,20,150,8950,0.0003,-0.19496089220046997,0.0,-0.0209733247756958,0.2,1.3589859e-07,0.00010901689346063393,5.852011680603027,12.777670669555665
7,8,19,175,8960,0.0003,-1.0097315311431885,0.0,0.011628210544586182,0.2,0.00031842708,-0.004674537095357323,5.590385437011719,12.173721218109131
8,10,19,200,8970,0.0003,-0.8893456637859345,0.0,0.12529736757278442,0.2,0.00026272057,-0.0018595826230885849,10.8073091506958,22.822272491455077
9,12,18,225,8980,0.0003,-0.23533645868301392,0.015999999642372132,0.25132012367248535,0.2,0.0034700227,-0.0051221960547845665,0.23093026876449585,0.48345191180706026
10,13,18,250,8990,0.0003,-0.509405893087387,0.043999999016523364,-0.03694605827331543,0.2,0.007960524,-0.008227156986016749,0.2255440056324005,0.6051427364349365
1,0,25,25,9000,0.0003,-0.4304703950881958,0.0,-0.4970508813858032,0.2,0.0005299067,-0.003521969003486447,1.435872197151184,3.3959919452667235
2,2,23,50,9010,0.0003,-0.203558312356472,0.0,-1.2205729484558105,0.2,1.6760825e-06,-8.717369520212514e-05,0.11408749222755432,0.37035577446222306
3,3,22,75,9020,0.0003,-0.17892448157072066,0.0,-0.05594038963317871,0.2,5.8293343e-05,-0.0011661987217948422,0.2782721519470215,0.8556131005287171
4,4,21,100,9030,0.0003,-0.9304769933223724,0.06399999856948853,-1.0496525764465332,0.2,0.0145727275,-0.015102118745446091,0.07075093686580658,0.2692276954650879
5,6,20,125,9040,0.0003,-1.241762113571167,0.05999999940395355,-9.361883163452148,0.2,0.022293413,-0.018514924988849657,-0.01417701505124569,0.04341810867190361
6,7,20,150,9050,0.0003,-1.3823144912719727,0.12399999573826789,-1.1704065799713135,0.2,0.027678294,-0.017628143979003676,0.022942904382944107,0.11780735403299332
7,8,19,175,9060,0.0003,-0.2752653032541275,0.003999999910593033,-0.05768144130706787,0.2,0.0011811184,-0.0025214511845483402,2.9963815212249756,6.366480970382691
8,10,19,200,9070,0.0003,-0.4865668088197708,0.0,-0.14764773845672607,0.2,0.00012099028,-0.001242657162030625,0.942169189453125,2.148176598548889
9,12,18,225,9080,0.0003,-0.4029158800840378,0.0,0.147274911403656,0.2,0.00084588287,-0.0025669042468081217,6.387646675109863,12.86193208694458
10,14,17,250,9090,0.0003,-0.17216320037841798,0.0,0.006412863731384277,0.2,5.5060387e-05,-0.0006401576954814913,0.8845598101615906,2.068416082859039
1,1,20,25,9100,0.0003,-0.49859355986118314,0.0,-0.0704038143157959,0.2,2.6388168e-05,-0.0003190131129958473,0.2767665386199951,0.6143817484378815
2,2,20,50,9110,0.0003,-0.8898054242134095,0.03599999919533729,-0.08694934844970703,0.2,0.009149926,-0.011511552036740013,0.6264037489891052,1.352491843700409
3,3,20,75,9120,0.0003,-0.6150251209735871,0.011999999731779098,-0.11412274837493896,0.2,0.0048560286,-0.01040294742723944,0.28512996435165405,0.7206992924213409
4,4,20,100,9130,0.0003,-0.2739329367876053,0.0,-0.3355984687805176,0.2,7.056951e-05,-3.7951452249274096e-06,0.2380639761686325,0.50161572098732
5,6,19,125,9140,0.0003,-0.14136866629123687,0.0,0.028477013111114502,0.2,0.00017882585,-0.0004737217271340022,0.8979889154434204,1.889487099647522
6,7,19,150,9150,0.0003,-1.1326086163520812,0.17599999755620957,0.12835419178009033,0.2,0.08533601,-0.03341221403330508,0.003087501972913742,0.11870824694633483
7,9,18,175,9160,0.0003,-1.1773462653160096,0.11599999368190765,-0.3575007915496826,0.2,0.012823858,0.005347006347030714,1.0928019285202026,2.4893237113952638
8,10,18,200,9170,0.0003,-0.6605225443840027,0.0,-0.06523716449737549,0.2,0.00075563905,-0.005229903518920764,0.22919949889183044,0.6476588249206543
9,12,18,225,9180,0.0003,-1.4412570357322694,0.03599999919533729,-51.93526840209961,0.2,0.0072758123,-0.016655953969107885,-0.03054257109761238,0.021939584240317344
10,14,17,250,9190,0.0003,-0.21417115479707718,0.03599999919533729,-0.264288067817688,0.2,0.0043099355,0.002172028966712958,0.43467116355895996,1.0003650426864623
1,1,24,25,9200,0.0003,-0.13185563087463378,0.0,0.1782202124595642,0.2,0.00010182619,-0.0007024450243918068,0.6995014548301697,1.7274771213531495
2,2,21,50,9210,0.0003,-0.5559683680534363,0.04799999892711639,-0.2171781063079834,0.2,0.008682079,-0.0031149934441785376,0.4879445433616638,0.9973127186298371
3,3,20,75,9220,0.0003,-0.12377402186393738,0.0,-1.3816816806793213,0.2,2.5820732e-06,-0.000583993897947721,0.39264294505119324,1.0207699298858643
4,4,20,100,9230,0.0003,-0.4061403214931488,0.0,0.17621219158172607,0.2,0.0005859637,-0.0010003514238633216,0.09083183854818344,0.20244804173707961
5,6,19,125,9240,0.0003,-0.5157759577035904,0.007999999821186066,0.2021392583847046,0.2,0.0017255782,-0.009445531165227283,0.5152612924575806,1.1369239211082458
6,7,19,150,9250,0.0003,-0.6206264138221741,0.06799999848008156,0.13067257404327393,0.2,0.03462174,-0.02244131580647064,0.6727326512336731,1.5682290196418762
7,9,18,175,9260,0.0003,-0.8994690239429474,0.13199999779462815,-1.1218984127044678,0.2,0.04263662,-0.040433715034276216,-0.014152344316244125,0.08699634969234467
8,10,18,200,9270,0.0003,-0.9629769086837768,0.0,-0.06831836700439453,0.2,0.0030249762,-0.01300779856368912,0.06392893195152283,0.2447570815682411
9,12,17,225,9280,0.0003,-0.9773213744163514,0.07199999839067459,-0.3353339433670044,0.2,0.0059051653,-0.0010999686502259464,0.027908209711313248,0.135201583057642
10,14,17,250,9290,0.0003,-1.3694703936576844,0.09999999701976776,0.36670994758605957,0.2,0.008044521,-0.014185368908569185,0.25597795844078064,0.8273925423622132
1,0,26,25,9300,0.0003,-0.5933594346046448,0.0,-0.1328672170639038,0.2,0.0027250503,-0.0048714545954426924,0.8218035101890564,1.6664033651351928
2,2,23,50,9310,0.0003,-1.1675332546234132,0.03599999919533729,-11.761819839477539,0.2,0.0113212485,-0.02000839894171804,-0.00123494490981102,0.06410553120076656
3,3,21,75,9320,0.0003,-1.0325649976730347,0.05199999883770943,0.11524486541748047,0.2,0.009418475,-0.009434348781593372,0.013735545799136162,0.12407275065779685
4,4,20,100,9330,0.0003,-1.6963879585266113,0.17199999541044236,-4.782702445983887,0.2,0.048454273,-0.04243643659166949,0.02677815407514572,0.22148603796958924
5,6,20,125,9340,0.0003,-0.5497151136398315,0.015999999642372132,0.12930452823638916,0.2,0.0019895125,-0.013468241478316401,2.037489891052246,4.327312850952149
6,7,19,150,9350,0.0003,-1.127306294441223,0.031999999284744264,0.20968621969223022,0.2,0.006031203,-0.018726898002438118,0.053776368498802185,0.2868292465806007
7,9,19,175,9360,0.0003,-0.9005143642425537,0.03999999910593033,0.27211254835128784,0.2,0.02118413,-0.01352716105198475,0.5597458481788635,1.3294126272201539
