time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_fraction,train/explained_variance,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/loss,train/value_loss
3,5,13,75,720,0.0003,-6.583738660812378,0.1879999928176403,0.04366952180862427,0.2,0.033395022,-0.05726275289617462,0.017366670072078705,0.33473895490169525
4,7,13,100,730,0.0003,-6.4896680355072025,0.16799999475479127,-0.07184839248657227,0.2,0.029620767,-0.05274142733216251,0.750226616859436,2.001386797428131
5,9,12,125,740,0.0003,-6.696855974197388,0.023999998718500136,-0.014184713363647461,0.2,0.009026763,-0.016445451460080564,1.322659969329834,3.2540958881378175
6,11,12,150,750,0.0003,-6.330935859680176,0.05999999865889549,-0.2908451557159424,0.2,0.013135762,-0.040321744918358604,0.5861343145370483,1.656147301197052
7,13,12,175,760,0.0003,-7.132451009750366,0.0799999974668026,-0.04148578643798828,0.2,0.016431248,-0.03556566167064048,1.719828724861145,4.101720714569092
8,16,12,200,770,0.0003,-7.0799839973449705,0.05199999883770943,-0.013088464736938477,0.2,0.01962983,-0.043133604573085904,0.3533933162689209,0.8687969803810119
9,18,12,225,780,0.0003,-6.738442039489746,0.19999999478459357,-0.008755087852478027,0.2,0.038951635,-0.06416452236101033,0.7875134348869324,1.8661122441291809
10,21,11,250,790,0.0003,-6.079730224609375,0.3239999897778034,0.039414167404174805,0.2,0.08792551,-0.07765800796449192,0.11009389907121658,0.5096050202846527
1,1,17,25,800,0.0003,-6.406035327911377,0.07999999597668647,0.013677597045898438,0.2,0.016674614,-0.011502749343752328,10.46236515045166,22.044473075866698
2,3,16,50,810,0.0003,-6.396981525421142,0.1199999950826168,-0.5498621463775635,0.2,0.025817351,-0.05186163888499138,0.198276549577713,0.7830007195472717
3,4,15,75,820,0.0003,-5.874167203903198,0.11599999740719795,-0.03560817241668701,0.2,0.025856998,-0.05657720781490241,2.3023252487182617,4.985112476348877
4,6,15,100,830,0.0003,-6.0677244663238525,0.30000000074505806,-0.01319432258605957,0.2,0.061746076,-0.0897761872075499,0.7986191511154175,1.8970515489578248
5,8,14,125,840,0.0003,-6.104970693588257,0.31199999451637267,-0.11882913112640381,0.2,0.04938822,-0.06331994324550046,0.062644824385643,0.3577442020177841
6,10,14,150,850,0.0003,-5.823239326477051,0.1279999978840351,0.03710097074508667,0.2,0.0221861,-0.0330863382425159,1.0646713972091675,2.465812015533447
7,11,14,175,860,0.0003,-6.652355146408081,0.30399999022483826,0.01567864418029785,0.2,0.10006095,-0.09084000761061901,-0.045199401676654816,0.22053000181913376
8,13,14,200,870,0.0003,-5.828753423690796,0.2599999949336052,-0.057682156562805176,0.2,0.049414158,-0.04262736425921325,0.2779783308506012,0.8196050524711609
9,15,14,225,880,0.0003,-5.953898000717163,0.295999988168478,-0.3390694856643677,0.2,0.06556662,-0.07778765109926411,-0.05642896145582199,0.1772609159350395
10,17,14,250,890,0.0003,-5.898609304428101,0.15599999874830245,-0.05933952331542969,0.2,0.025278814,-0.009147139632841573,0.7568836808204651,1.8122748136520386
1,1,12,25,900,0.0003,-5.66482892036438,0.13199999704957008,0.014680564403533936,0.2,0.02153867,-0.048012072916142755,0.6448512673377991,1.4846877336502076
2,3,14,50,910,0.0003,-5.912875318527222,0.3319999910891056,-0.023064613342285156,0.2,0.052912615,-0.09276226340234359,1.1252774000167847,2.6024633407592774
3,4,15,75,920,0.0003,-6.345143747329712,0.25599999353289604,-0.1148216724395752,0.2,0.053350586,-0.06652682991325776,-0.08233398199081421,0.08023917600512505
4,6,16,100,930,0.0003,-5.333620500564575,0.16799999624490738,-0.0425029993057251,0.2,0.030096974,-0.034067799807525743,0.17148350179195404,0.537774533033371
5,7,16,125,940,0.0003,-6.325667047500611,0.3679999902844429,-0.0935206413269043,0.2,0.08462902,-0.08638569319248202,0.03129036724567413,0.3631782323122025
6,8,16,150,950,0.0003,-6.70190839767456,0.09599999859929084,0.0162619948387146,0.2,0.015269582,0.009703052723780558,7.842226505279541,15.830274963378907
7,11,15,175,960,0.0003,-6.279549598693848,0.019999999552965164,0.03847545385360718,0.2,0.006256261,-0.022447000193445633,1.959092617034912,4.37205057144165
8,13,14,200,970,0.0003,-6.218918800354004,0.11599999740719795,-0.07248413562774658,0.2,0.026370095,-0.06799286984279788,0.1962270885705948,0.6556064009666442
9,15,14,225,980,0.0003,-5.7016332149505615,0.227999996393919,0.002741575241088867,0.2,0.052258737,-0.07312880546599629,0.5591738224029541,1.416436779499054
10,18,13,250,990,0.0003,-6.65844144821167,0.15999999940395354,0.008673787117004395,0.2,0.036890205,-0.054484384894370665,0.567847490310669,1.4463380932807923
1,1,19,25,1000,0.0003,-5.921070241928101,0.09199999719858169,0.18855822086334229,0.2,0.016844042,-0.04940091174282202,0.6246381998062134,1.459550929069519
2,2,18,50,1010,0.0003,-5.9936987400054935,0.19199999719858168,-0.013237476348876953,0.2,0.039915696,-0.061090418055653115,0.020423702895641327,0.307252562046051
3,3,19,75,1020,0.0003,-6.019167804718018,0.09199999868869782,-0.1510298252105713,0.2,0.016986681,-0.016714021069463313,0.4978638291358948,1.2985942006111144
4,5,19,100,1030,0.0003,-5.587172174453736,0.16399999260902404,0.19911867380142212,0.2,0.034106836,-0.054398094642907326,0.268509179353714,0.918167918920517
5,6,19,125,1040,0.0003,-5.072739696502685,0.03999999910593033,0.17286962270736694,0.2,0.010677881,-0.012464280961722807,2.0033860206604004,4.502169418334961
6,7,18,150,1050,0.0003,-4.779171371459961,0.05999999716877937,0.12375229597091675,0.2,0.0139204925,-0.04019827904924753,0.5158037543296814,1.1974104285240172
7,9,18,175,1060,0.0003,-5.025700807571411,0.02799999937415123,0.079734206199646,0.2,0.007275531,-0.017738147838768724,4.619275093078613,9.759931564331055
8,11,18,200,1070,0.0003,-5.4096637725830075,0.23999999314546586,-0.6327683925628662,0.2,0.044093147,-0.07126431594416474,-0.08841883391141891,0.09276482537388801
9,12,17,225,1080,0.0003,-5.886019659042359,0.08399999812245369,-0.00402379035949707,0.2,0.0115595125,-0.010312613818328842,1.3234279155731201,2.7774344205856325
10,14,17,250,1090,0.0003,-5.072863912582397,0.18399999514222146,-0.13129055500030518,0.2,0.04187583,-0.052835733952000655,0.39976996183395386,0.9986489295959473
1,1,18,25,1100,0.0003,-4.81445460319519,0.003999999910593033,0.003917217254638672,0.2,0.0061703464,-0.005450355834793363,2.456582546234131,5.082741594314575
2,3,14,50,1110,0.0003,-5.925247669219971,0.25999999716877936,-0.39739668369293213,0.2,0.054939277,-0.06783278205618189,-0.044925592839717865,0.1343850776553154
3,5,14,75,1120,0.0003,-4.971409034729004,0.09599999636411667,-0.06837272644042969,0.2,0.013396272,-0.026039397588000668,1.6338497400283813,3.5630365133285524
4,6,14,100,1130,0.0003,-5.798310613632202,0.11199999675154686,0.04077202081680298,0.2,0.026223518,-0.05470558741129992,0.2469526082277298,0.8138883590698243
5,8,14,125,1140,0.0003,-5.30759072303772,0.05199999883770943,0.10537952184677124,0.2,0.0104472255,-0.026924370021561117,2.914536237716675,5.970774793624878
6,10,14,150,1150,0.0003,-5.210952568054199,0.023999999463558196,0.06156271696090698,0.2,0.009194104,-0.03512691389303697,0.7871420383453369,1.910659635066986
7,12,14,175,1160,0.0003,-5.818197631835938,0.13199999630451204,-0.16122698783874512,0.2,0.035681006,-0.06878541171737015,-0.027280911803245544,0.2666642367839813
8,14,13,200,1170,0.0003,-5.248980951309204,0.2719999931752682,0.038463592529296875,0.2,0.053904485,-0.07743204366415739,0.07605721056461334,0.43439824879169464
9,16,13,225,1180,0.0003,-6.253214883804321,0.1639999933540821,0.019306838512420654,0.2,0.024939716,-0.027789221432990986,1.487952470779419,3.1556426525115966
10,19,13,250,1190,0.0003,-5.531704521179199,0.19199999347329139,-0.052440762519836426,0.2,0.03584485,-0.0620556404907255,1.721235990524292,3.701284646987915
1,1,20,25,1200,0.0003,-7.128862953186035,0.07999999821186066,0.01934105157852173,0.2,0.01123975,-0.030400360442698116,1.0492933988571167,2.3934648513793944
2,2,18,50,1210,0.0003,-5.970858430862426,0.13999999612569808,-0.08013272285461426,0.2,0.034940463,-0.052543722013011517,0.22443456947803497,0.6731957376003266
3,4,17,75,1220,0.0003,-5.497104263305664,0.05999999865889549,-0.015951991081237793,0.2,0.013162632,-0.01044158908026276,1.0221610069274902,2.1725797176361086
4,5,17,100,1230,0.0003,-6.314925670623779,0.2919999919831753,-0.18886327743530273,0.2,0.06297336,-0.08230506024137156,0.1640249788761139,0.6218320727348328
5,7,17,125,1240,0.0003,-6.181143522262573,0.15999999791383743,0.032494306564331055,0.2,0.026226914,-0.04001004934867538,-0.003470487892627716,0.2105308562517166
6,8,17,150,1250,0.0003,-5.5963369846344,0.035999998450279236,0.03870105743408203,0.2,0.008613956,-0.00546435215929506,0.8289018273353577,1.7715837240219117
7,10,17,175,1260,0.0003,-5.71586389541626,0.0,0.008736908435821533,0.2,0.0031262136,-0.01624272862356122,1.158246636390686,2.4783487796783445
8,11,17,200,1270,0.0003,-5.141377973556518,0.03599999919533729,-0.05318474769592285,0.2,0.0070916414,-0.03506715184822653,1.3095060586929321,2.846689462661743
9,13,16,225,1280,0.0003,-6.091158676147461,0.007999999821186066,-0.04843771457672119,0.2,0.0031157897,-0.01619009553594495,3.9635000228881836,8.472105312347413
10,15,16,250,1290,0.0003,-5.455579519271851,0.0,-0.017483949661254883,0.2,0.0037654971,-0.02377258980274206,13.875894546508789,28.673926162719727
1,1,23,25,1300,0.0003,-5.37271089553833,0.0,-0.033066391944885254,0.2,0.0041623446,-0.02184188890154388,1.1793586015701294,2.4681257963180543
2,2,21,50,1310,0.0003,-6.332119941711426,0.06399999856948853,0.03562873601913452,0.2,0.018297544,-0.038116162672638156,0.17525097727775574,0.584748375415802
3,3,19,75,1320,0.0003,-5.348097658157348,0.14399999380111694,-0.21974265575408936,0.2,0.030779626,-0.050172432500869044,-0.04468914121389389,0.12275036573410034
4,5,19,100,1330,0.0003,-6.29849762916565,0.2279999941587448,-0.08637189865112305,0.2,0.037217002,-0.05295035806298252,0.061295054852962494,0.3490631431341171
5,6,18,125,1340,0.0003,-5.13844747543335,0.06399999856948853,-0.02441728115081787,0.2,0.011133651,-0.006235303563997085,2.3616740703582764,4.901075553894043
6,8,18,150,1350,0.0003,-5.18537540435791,0.011999999731779098,-0.010900735855102539,0.2,0.0049211336,-0.019400612181983946,2.4783592224121094,5.4114233493804935
7,9,17,175,1360,0.0003,-5.179731750488282,0.06399999856948853,-0.007592678070068359,0.2,0.017371867,-0.03519775889161991,0.5952473282814026,1.4410067439079284
8,11,17,200,1370,0.0003,-4.7031012058258055,0.26799999475479125,-0.027704596519470215,0.2,0.054122012,-0.06811472542211447,-0.028169304132461548,0.16333952993154527
9,13,16,225,1380,0.0003,-5.831535768508911,0.06399999856948853,-0.011020541191101074,0.2,0.011705587,-0.025890323664993175,2.043318271636963,4.368009853363037
10,15,16,250,1390,0.0003,-4.391895580291748,0.07199999615550041,0.08345603942871094,0.2,0.015747143,-0.03238223556755102,0.29612600803375244,0.7735857903957367
1,1,21,25,1400,0.0003,-5.024097204208374,0.05199999883770943,-0.030368685722351074,0.2,0.011742274,-0.027777512094937153,0.2663247883319855,0.9052669405937195
2,2,21,50,1410,0.0003,-6.060012865066528,0.023999999463558196,-0.1846386194229126,0.2,0.005691929,-0.006447145291138412,1.6081331968307495,3.8032577514648436
3,3,20,75,1420,0.0003,-4.365071582794189,0.1279999978840351,0.01929152011871338,0.2,0.03147671,-0.05120481459051405,0.1287441849708557,0.4253827601671219
4,5,19,100,1430,0.0003,-5.317609596252441,0.10399999544024467,-0.23570823669433594,0.2,0.019891009,-0.040678561754524625,0.021125443279743195,0.26249179393053057
5,6,19,125,1440,0.0003,-5.252222347259521,0.2119999960064888,-0.8814246654510498,0.2,0.055825032,-0.069459915380925,-0.09730128943920135,0.09256036803126336
6,7,19,150,1450,0.0003,-5.458072662353516,0.06399999782443047,0.07516151666641235,0.2,0.010569704,-0.008433260322082959,1.0030518770217896,2.3376173973083496
7,9,18,175,1460,0.0003,-5.631955194473266,0.07199999839067459,-0.01920783519744873,0.2,0.016777264,-0.04844534744322289,1.0724016427993774,2.3739060163497925
8,10,18,200,1470,0.0003,-5.225917005538941,0.019999999552965164,-0.020049571990966797,0.2,0.0057564187,-0.02421104453830054,1.2038706541061401,2.629224944114685
9,12,17,225,1480,0.0003,-5.57025146484375,0.22399999424815178,0.10289192199707031,0.2,0.03912166,-0.07040719751268654,-0.11100480705499649,0.04545896984636784
10,14,17,250,1490,0.0003,-4.605294990539551,0.13599999547004699,-0.3017541170120239,0.2,0.023805305,-0.05023668890446516,-0.02793888747692108,0.21710721999406815
1,1,22,25,1500,0.0003,-4.533715534210205,0.03999999910593033,-0.1764587163925171,0.2,0.009059,-0.007976748744957084,0.8184511065483093,2.1325197577476502
2,2,21,50,1510,0.0003,-5.536229133605957,0.19199999496340753,0.007942736148834229,0.2,0.03792478,-0.07240652731433528,-0.004895880818367004,0.2586285829544067
3,3,20,75,1520,0.0003,-4.97710337638855,0.09199999943375588,-0.3104008436203003,0.2,0.019212104,-0.026683778786115032,0.08716121315956116,0.3902810126543045
4,5,19,100,1530,0.0003,-4.837809371948242,0.07999999895691871,-0.1302332878112793,0.2,0.016863886,-0.034013548385352976,0.20534858107566833,0.5825735628604889
5,6,19,125,1540,0.0003,-4.316858768463135,0.20399999767541885,0.1437188982963562,0.2,0.044927433,-0.0697122689969845,-0.06628930568695068,0.14575412273406982
6,7,18,150,1550,0.0003,-4.420574283599853,0.05999999865889549,0.062307894229888916,0.2,0.012030039,-0.005635406662942799,0.4989941120147705,1.1708826541900634
7,9,18,175,1560,0.0003,-3.7511927127838134,0.06399999931454659,-0.01577579975128174,0.2,0.016475474,-0.041836947921663634,0.1366276741027832,0.5662432104349137
8,10,18,200,1570,0.0003,-4.237538528442383,0.003999999910593033,0.06027144193649292,0.2,0.0069508096,-0.006085788007825244,1.3552868366241455,3.0030048370361326
9,12,17,225,1580,0.0003,-4.542184066772461,0.13999999314546585,-1.3659555912017822,0.2,0.031018853,-0.060993649091571636,-0.11340571194887161,0.06247504502534866
10,14,17,250,1590,0.0003,-5.744355154037476,0.2159999944269657,-0.25588130950927734,0.2,0.050407123,-0.06643300773948368,-0.10774411261081696,0.09401841610670089
1,1,24,25,1600,0.0003,-5.009012126922608,0.13199999779462815,-0.03690946102142334,0.2,0.025202585,-0.03607645509950821,0.7130165696144104,1.6095593452453614
2,2,23,50,1610,0.0003,-5.3687762260437015,0.09999999776482582,-0.1142960786819458,0.2,0.02571719,-0.044326270706952185,0.24664999544620514,0.6881741881370544
3,3,21,75,1620,0.0003,-4.499009037017823,0.019999999552965164,-0.0078057050704956055,0.2,0.009984938,-0.027046608299017016,2.463993549346924,5.3047504901885985
4,4,20,100,1630,0.0003,-4.1289591789245605,0.023999999463558196,-0.030794620513916016,0.2,0.008181135,-0.02552295047137889,1.7587146759033203,3.646235990524292
5,6,20,125,1640,0.0003,-4.349509429931641,0.08399999663233756,0.002927064895629883,0.2,0.019099511,-0.05396224466152475,0.16944903135299683,0.6209780275821686
6,7,19,150,1650,0.0003,-4.315148210525512,0.18799999430775644,-0.4858659505844116,0.2,0.037125323,-0.05598869112692739,-0.08056213706731796,0.05722179803997278
7,9,19,175,1660,0.0003,-5.0371565341949465,0.1119999960064888,-0.21197855472564697,0.2,0.017979102,-0.02420488101057714,0.5079774856567383,1.1533618807792663
8,10,18,200,1670,0.0003,-4.112366676330566,0.04799999892711639,0.06953144073486328,0.2,0.014832639,-0.026748251833952973,0.026068251579999924,0.23061209172010422
