time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/approx_kl,train/value_loss,train/loss,train/learning_rate,train/explained_variance,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/n_updates
25,0,26,1,0.019999999552965164,0.0065242504,0.32720553278923037,0.10922206938266754,0.0003,0.07697910070419312,0.2,-0.18269107341766358,-0.010001844295766204,18900
50,2,24,2,0.023999999463558196,0.007721071,0.02151100765913725,-0.0056485324166715145,0.0003,-0.03535163402557373,0.2,-0.17557653337717055,-0.007321476158219297,18910
75,3,21,3,0.0,0.00012802839,0.016546241752803326,0.005078350193798542,0.0003,-0.07281208038330078,0.2,-0.24261632710695266,1.4039158351764058e-05,18920
100,4,20,4,0.023999999463558196,0.019513113,0.017141552269458772,-0.008379356935620308,0.0003,-0.43412041664123535,0.2,-0.3228763282299042,-0.008135458845644905,18930
125,6,20,5,0.30399999767541885,0.076298885,0.06422694958746433,-0.013852495700120926,0.0003,-17.030717849731445,0.2,-0.5495016753673554,-0.030089498110115187,18940
150,7,19,6,0.34799999594688413,0.046496093,0.0017980091914068907,-0.005622279830276966,0.0003,0.14066678285598755,0.2,-0.6934547662734986,-0.009809712527436076,18950
175,9,19,7,0.06399999856948853,0.020198083,0.004214250051882118,-0.006753581576049328,0.0003,-0.7525063753128052,0.2,-0.6057520925998687,-0.003983915761957136,18960
200,10,18,8,0.07999999821186066,0.00929681,0.03190849404782057,0.003256722819060087,0.0003,-5.327587604522705,0.2,-0.44480948746204374,-0.0052475759829391675,18970
225,12,18,9,0.031999999284744264,0.0019536375,0.18115576058626176,0.05484530329704285,0.0003,-0.33232998847961426,0.2,-0.45835840702056885,-0.01638071598019337,18980
250,13,17,10,0.019999999552965164,0.004790404,0.19502504169940948,0.05276872217655182,0.0003,0.115303635597229,0.2,-0.3543028086423874,-0.019207717562093763,18990
25,1,24,1,0.0,0.0007924652,0.002775670005939901,-0.002108571119606495,0.0003,0.018228530883789062,0.2,-0.3160530596971512,-0.0012300058349495658,19000
50,2,23,2,0.03999999910593033,0.015419748,0.03177309762686491,-0.008592518977820873,0.0003,-0.3564643859863281,0.2,-0.3182960271835327,-0.011867910792585335,19010
75,3,22,3,0.02799999937415123,0.02499838,0.018241941928863525,-0.0250425785779953,0.0003,-0.02704441547393799,0.2,-0.5314079999923706,-0.01597828217595918,19020
100,4,21,4,0.031999999284744264,0.008987393,0.015528625482693315,-0.014167709276080132,0.0003,0.014792203903198242,0.2,-0.6788159012794495,0.004032344755250961,19030
125,6,20,5,0.0,0.0007235598,0.01346753779798746,-0.007967956364154816,0.0003,-0.0036611557006835938,0.2,-0.6261902987957001,0.0066637486522068915,19040
150,7,20,6,0.2639999985694885,0.019610323,0.010256219981238246,0.005067126359790564,0.0003,-0.011683106422424316,0.2,-0.7119191110134124,3.136893641206839e-05,19050
175,9,19,7,0.09999999850988388,0.01486124,0.048985323309898375,-0.016256995499134064,0.0003,-0.3333592414855957,0.2,-0.6430741548538208,-0.03047906674444718,19060
200,10,18,8,0.13999999687075615,0.028900778,0.09008992314338685,-0.03441542759537697,0.0003,-0.21721386909484863,0.2,-0.4876762866973877,-0.044861963327974055,19070
225,12,18,9,0.06799999624490738,0.0091549205,0.06219316720962524,0.0200359970331192,0.0003,0.060314297676086426,0.2,-0.5315783619880676,-0.004607249486259945,19080
250,13,18,10,0.05599999874830246,0.011142922,0.005716084013693034,-0.028504205867648125,0.0003,-0.048584580421447754,0.2,-0.374297508597374,-0.017050927443430196,19090
25,0,27,1,0.007999999821186066,0.0018546557,0.0016898342815693467,-0.016522111371159554,0.0003,-0.04173862934112549,0.2,-0.3275571644306183,-0.0028304849555354393,19100
50,2,24,2,0.14399999678134917,0.008806758,0.10370304808020592,0.03704656660556793,0.0003,-4.289597034454346,0.2,-0.38604611754417417,-0.0025070981434545557,19110
75,3,23,3,0.015999999642372132,0.0047152494,0.005977378273382783,-0.003510973881930113,0.0003,-1.0932836532592773,0.2,-0.49651444852352145,-0.0023662066048709463,19120
100,4,22,4,0.03999999910593033,0.007807498,0.08076727129518986,-0.000855322927236557,0.0003,-9.650178909301758,0.2,-0.5458572626113891,-0.013359183751978065,19130
125,5,22,5,0.1519999958574772,0.0284574,0.07981387451291085,-0.0038787871599197388,0.0003,0.30309081077575684,0.2,-0.5472335934638977,-0.0291176402457058,19140
150,6,21,6,0.0,0.003159473,0.0008268265577498823,-0.014655723236501217,0.0003,-24.741422653198242,0.2,-0.7633216321468353,-0.0006311327548464973,19150
175,8,20,7,0.18799999058246614,0.03496968,5.827036802656949e-05,-2.23151728278026e-05,0.0003,-4.130447864532471,0.2,-0.6733975052833557,-0.0060701851041081055,19160
200,9,20,8,0.03599999919533729,0.010376698,0.00012393157594488003,-0.02065192349255085,0.0003,-12.859737396240234,0.2,-0.6704245924949646,-0.009815290091792406,19170
225,11,19,9,0.3079999953508377,0.053904198,5.989909441268537e-05,-0.03704136982560158,0.0003,-68.47901153564453,0.2,-0.7486781597137451,-0.029486608684062787,19180
250,12,19,10,0.0639999970793724,0.021005452,0.053328446857631204,-0.019186895340681076,0.0003,-1.1412980556488037,0.2,-0.6832195818424225,-0.02160786834918014,19190
25,0,27,1,0.1279999941587448,0.0670322,0.05224282965064049,-0.011640030890703201,0.0003,-0.5674694776535034,0.2,-0.8591708064079284,-0.02575061593949801,19200
50,1,25,2,0.0,0.0013253188,0.0782312124967575,0.023240268230438232,0.0003,-2.779517889022827,0.2,-0.6076921582221985,-0.0033691147547214584,19210
75,3,23,3,0.0,0.010962419,0.024523280374705792,-0.002237717155367136,0.0003,0.01549983024597168,0.2,-0.7316435277462006,-0.004044156588613923,19220
100,4,23,4,0.0,0.0032823086,0.033453692123293875,1.5383586287498474e-05,0.0003,-4.377018451690674,0.2,-0.6598827719688416,-0.003225780967157377,19230
125,5,22,5,0.019999998807907104,0.011564283,1.5423506021499633,0.6744184494018555,0.0003,0.1667194962501526,0.2,-0.6266722619533539,-0.01759346614778039,19240
150,6,22,6,0.07199999839067459,0.021648752,0.1060769222676754,0.028732266277074814,0.0003,-0.5176368951797485,0.2,-0.663533341884613,-0.013572963803075221,19250
175,8,21,7,0.015999999642372132,0.010652666,0.05459351688623428,-0.032720331102609634,0.0003,-0.9803575277328491,0.2,-0.6261742830276489,-0.022105367969022894,19260
200,9,21,8,0.1519999995827675,0.024507016,0.11752794310450554,0.02227817475795746,0.0003,-2.092092275619507,0.2,-0.5915258407592774,-0.02324943590909214,19270
225,11,20,9,0.05199999883770943,0.015590012,0.08905570656061172,0.002364877611398697,0.0003,-0.26252496242523193,0.2,-0.42984085381031034,-0.012965176305268144,19280
250,12,19,10,0.0,0.0005083537,0.02624907046556473,-0.0006010439246892929,0.0003,-10.788171768188477,0.2,-0.42130236327648163,0.0007650746661241215,19290
25,0,27,1,0.043999999016523364,0.015567546,0.14426689967513084,0.028702711686491966,0.0003,-0.07731211185455322,0.2,-0.4982960194349289,-0.01787025242671376,19300
50,1,25,2,0.02799999937415123,0.006792855,0.022712331917136907,-0.0012823143042623997,0.0003,0.23685425519943237,0.2,-0.5293753743171692,-0.005812145767268362,19310
75,3,24,3,0.0,0.0011468816,0.02841044366359711,0.010468197986483574,0.0003,-2.2098495960235596,0.2,-0.45188664793968203,-0.0008779783063801005,19320
100,4,23,4,0.0,0.0013476443,0.002018538158154115,-0.0007732536178082228,0.0003,-0.09396350383758545,0.2,-0.46071392595767974,-0.0006259584247018779,19330
125,5,22,5,0.0,0.00045571564,0.0012078258383553474,-0.0015021509025245905,0.0003,0.10517615079879761,0.2,-0.4469137370586395,-0.0004694893109551401,19340
150,6,22,6,0.007999999821186066,0.0038366127,0.03688838090747595,-0.0004767598584294319,0.0003,-1.0897183418273926,0.2,-0.5204362750053406,-0.005106562201748588,19350
175,8,21,7,0.07999999821186066,0.021474732,0.032231529243290424,-0.029882533475756645,0.0003,-0.998519778251648,0.2,-0.5565243065357208,-0.023915586405433942,19360
200,9,20,8,0.05999999865889549,0.050914362,0.009696116624400019,-0.022861329838633537,0.0003,-0.04061925411224365,0.2,-0.6899001121520996,-0.014789272427558942,19370
225,11,20,9,0.031999999284744264,0.024325766,0.009485703613609075,-0.006809518672525883,0.0003,0.1445934772491455,0.2,-0.5428301870822907,-0.007345330778974812,19380
250,12,19,10,0.031999999284744264,0.00682976,0.008113534562289715,-0.024079781025648117,0.0003,-0.024144411087036133,0.2,-0.3359581738710403,-0.016543262301012884,19390
25,0,27,1,0.07599999830126762,0.031430397,0.5180408298969269,0.18947187066078186,0.0003,-0.15536975860595703,0.2,-0.41247913241386414,-0.02077507486194463,19400
50,2,24,2,0.0,1.768589e-05,0.010768248327076435,0.004340293351560831,0.0003,-0.02042698860168457,0.2,-0.235595703125,-3.4401416144191897e-06,19410
75,3,23,3,0.0,6.525755e-05,0.021402806416153906,0.008737738244235516,0.0003,-0.7910259962081909,0.2,-0.20011625736951827,-6.840491115127634e-05,19420
100,4,22,4,0.02799999937415123,0.016197694,0.0120270274579525,-0.01813538745045662,0.0003,-0.05808067321777344,0.2,-0.2171502947807312,-0.01406927601061767,19430
125,5,21,5,0.0,0.00042733192,0.0773516058921814,0.03798377513885498,0.0003,-4.2258195877075195,0.2,-0.3252633035182953,0.005031221743672631,19440
150,6,21,6,0.0,3.798008e-05,0.01523034693673253,0.00270979106426239,0.0003,0.03565889596939087,0.2,-0.39995878636837007,-5.953741009534497e-05,19450
175,8,21,7,0.0,0.00038488864,0.7494025290012359,0.35696572065353394,0.0003,-0.594700813293457,0.2,-0.23735659718513488,-0.003291203685337507,19460
200,9,20,8,0.0,6.6804882e-06,0.011400538217276334,0.002959336619824171,0.0003,-0.013619303703308105,0.2,-0.21742934137582778,-3.353118825089041e-06,19470
225,11,20,9,0.0,0.00061449764,0.009146609855815769,-0.0028163932729512453,0.0003,0.14504152536392212,0.2,-0.2033803328871727,-0.0018974537358730005,19480
250,12,19,10,0.003999999910593033,0.001459086,0.15161717757582666,0.05360512435436249,0.0003,-1.7511122226715088,0.2,-0.28487840890884397,-0.00446243037842251,19490
25,0,25,1,0.0,0.0004755902,0.014197212317958475,0.0012339705135673285,0.0003,-4.352563381195068,0.2,-0.1603590190410614,-0.0006353455653297146,19500
50,2,23,2,0.023999999463558196,0.004595332,0.016559148766100408,-0.002184370532631874,0.0003,-0.7842264175415039,0.2,-0.12655556946992874,-0.00646880582487217,19510
75,3,22,3,0.0,0.00016743898,0.00268143160501495,-0.002910405397415161,0.0003,-0.05238926410675049,0.2,-0.11278403773903847,0.00022008941695119688,19520
100,4,20,4,0.05599999874830246,0.029762568,0.024554443173110486,-0.007149210199713707,0.0003,-1.196162223815918,0.2,-0.17382489740848542,-0.01119783223420363,19530
125,6,20,5,0.0,6.0272214e-06,0.08045031875371933,0.03501864895224571,0.0003,-0.7981371879577637,0.2,-0.16227174699306487,-7.509016886615427e-05,19540
150,7,19,6,0.023999999463558196,0.006891632,1.507865345478058,0.6617146730422974,0.0003,-0.006442070007324219,0.2,-0.1946283310651779,-0.008400631396565217,19550
175,8,19,7,0.007999999821186066,0.0015583825,0.13323188200592995,0.05036906525492668,0.0003,0.516184002161026,0.2,-0.21622952222824096,-0.005548695641657275,19560
200,10,19,8,0.0,1.335144e-07,0.3456833988428116,0.1564333140850067,0.0003,0.0935443639755249,0.2,-0.11134420409798622,-5.643391524561281e-05,19570
225,11,18,9,0.0,8.5830685e-08,0.0007254264171933755,0.00016066631360445172,0.0003,-0.6542171239852905,0.2,-0.18367322981357576,4.496335869674795e-06,19580
250,13,18,10,0.0,2.8848647e-06,0.0054811335168778895,0.0014429769944399595,0.0003,-0.08777344226837158,0.2,-0.1842114433646202,-0.0003424169977950697,19590
25,0,26,1,0.0,0.0010686492,0.015172786358743907,0.003675229148939252,0.0003,-0.20375800132751465,0.2,-0.13089448884129523,-0.0012483722928445574,19600
50,2,24,2,0.007999999821186066,0.0021881126,0.3743013948202133,0.13220642507076263,0.0003,0.16579008102416992,0.2,-0.1349794015288353,-0.009883179542608644,19610
75,3,23,3,0.007999999821186066,0.002338097,0.0818968690931797,0.03853185474872589,0.0003,-2.908831834793091,0.2,-0.1784782111644745,0.00020540738065015772,19620
100,4,22,4,0.0,2.336502e-07,0.0009888488304568455,0.0007611620821990073,0.0003,0.014041602611541748,0.2,-0.1248372107744217,1.399993871409322e-06,19630
125,5,22,5,0.015999999642372132,0.0035962057,0.0007320659467950463,-0.003002498298883438,0.0003,-0.07280218601226807,0.2,-0.13095349073410034,-0.0019535484072399356,19640
150,7,21,6,0.0,2.1219253e-07,0.00044587958254851403,0.00018634606385603547,0.0003,-0.057514190673828125,0.2,-0.13414489030838012,-1.8365859516222828e-05,19650
175,8,20,7,0.0,1.0967254e-07,0.00035232207301305607,9.20617749216035e-05,0.0003,-0.05766618251800537,0.2,-0.13619498014450074,-8.6703300482327e-06,19660
200,9,20,8,0.02799999937415123,0.014488378,0.00028794256286346354,-0.013192114420235157,0.0003,-0.19198131561279297,0.2,-0.1444089040160179,-0.01079640945606002,19670
225,11,19,9,0.0,1.1968613e-06,0.00020318370443419553,5.8714693295769393e-05,0.0003,-0.07085824012756348,0.2,-0.14856704771518708,-1.2930631375596136e-05,19680
250,12,19,10,0.0,1.1761188e-05,0.009840204380452633,-0.0015791963087394834,0.0003,-26.420278549194336,0.2,-0.1790719598531723,-0.0009116580209962422,19690
25,1,23,1,0.003999999910593033,0.0017231631,0.019374645501375198,-0.00796302780508995,0.0003,0.09263765811920166,0.2,-0.22800816744565963,-0.005591459957882794,19700
50,2,23,2,0.0,3.5715102e-06,0.024066927563399076,0.006195382680743933,0.0003,-0.1168520450592041,0.2,-0.1281433030962944,1.4090537518995917e-07,19710
75,3,23,3,0.0,3.5762787e-07,0.009035188239067793,0.0035796489100903273,0.0003,-0.2694898843765259,0.2,-0.1208590716123581,4.2343138346723207e-07,19720
100,4,22,4,0.0,5.2452087e-08,0.007008623611181974,0.0017079422250390053,0.0003,-0.09964346885681152,0.2,-0.11897921338677406,-1.4162063273204238e-07,19730
125,5,22,5,0.003999999910593033,0.0009757399,0.00444825078593567,-0.004794605076313019,0.0003,0.18585801124572754,0.2,-0.11340945139527321,-0.00256191008893083,19740
150,6,21,6,0.0,3.106594e-06,0.1850629687309265,0.0803259089589119,0.0003,-6.887763023376465,0.2,-0.09607992693781853,-0.0001054949754617951,19750
175,8,21,7,0.02799999937415123,0.0054010176,5.393565464019775,2.6458628177642822,0.0003,0.0814509391784668,0.2,-0.20725346058607103,-0.01260417977161694,19760
200,9,20,8,0.0,4.2915343e-07,0.05013373680412769,0.019428877159953117,0.0003,-0.3077155351638794,0.2,-0.11307270228862762,8.588957462762892e-05,19770
225,11,20,9,0.02799999937415123,0.021286316,0.047191903740167615,0.018189629539847374,0.0003,0.3096248507499695,0.2,-0.14777460396289827,-0.003925124813336911,19780
250,12,19,10,0.0,0.0,0.015792372543364762,0.004483549389988184,0.0003,0.19608420133590698,0.2,-0.08677241578698158,-1.0080098692100136e-05,19790
25,0,28,1,0.0,0.0,0.0017215705593116581,0.0009442227892577648,0.0003,0.08250260353088379,0.2,-0.08635685071349145,-5.817413217812373e-08,19800
50,1,25,2,0.011999999731779098,0.0015324712,0.008034520410001278,-0.011479413136839867,0.0003,0.12275159358978271,0.2,-0.09126387909054756,-0.006620509236119431,19810
75,3,24,3,0.0,2.3293494e-06,0.004403555509634316,0.0023848223499953747,0.0003,-0.26171016693115234,0.2,-0.10496752113103866,6.532668823666654e-07,19820
100,4,23,4,0.08399999812245369,0.0467758,0.02374952882528305,-0.010587388649582863,0.0003,0.8650396466255188,0.2,-0.2610627770423889,-0.013175530767533949,19830
125,5,22,5,0.011999999731779098,0.0017484522,0.009438924794085323,-0.009611548855900764,0.0003,-0.15319323539733887,0.2,-0.12604916021227835,-0.006021102579077819,19840
150,6,22,6,0.0,7.932186e-06,0.07898296713829041,0.03332372382283211,0.0003,-0.07832658290863037,0.2,-0.13295950144529342,-3.601932367374161e-05,19850
175,8,21,7,0.02799999937415123,0.017373495,0.1871967077255249,0.08227414637804031,0.0003,-0.7483296394348145,0.2,-0.1991180121898651,-0.00033243273701373256,19860
200,9,20,8,0.011999999731779098,0.0028791998,0.027048259600996973,0.0036858157254755497,0.0003,-0.6824393272399902,0.2,-0.18362990766763687,-0.0013912548831431337,19870
225,11,20,9,0.019999999552965164,0.002613399,0.021665812470018864,-0.004913127049803734,0.0003,-0.03823661804199219,0.2,-0.2250375419855118,-0.011376608340538042,19880
250,12,19,10,0.023999999463558196,0.011471023,0.1142829790711403,0.047919731587171555,0.0003,-0.2000502347946167,0.2,-0.25083753317594526,-0.005667403219034917,19890
25,0,25,1,0.03999999910593033,0.0049831225,0.07844850718975067,0.025270218029618263,0.0003,0.35185009241104126,0.2,-0.17938296496868134,-0.006432243630755607,19900
50,2,24,2,0.0,8.451939e-06,0.009592770505696535,0.002390987705439329,0.0003,-0.16149115562438965,0.2,-0.20493461787700654,0.0006567480380184065,19910
75,3,23,3,0.0,1.3446808e-06,0.012223066296428442,0.006348792929202318,0.0003,-1.853764295578003,0.2,-0.1907515123486519,0.00020101451149088235,19920
100,4,22,4,0.031999999284744264,0.047261894,0.1143385961651802,0.0288735069334507,0.0003,-0.5490173101425171,0.2,-0.289186030626297,-0.015882396508007445,19930
125,5,22,5,0.02799999937415123,0.037478805,0.051777008920907974,0.013606528751552105,0.0003,0.1036609411239624,0.2,-0.2859809547662735,-0.0077864105440681895,19940
150,6,21,6,0.023999999463558196,0.0030161452,0.027498854883015157,0.006558651570230722,0.0003,-2.9766528606414795,0.2,-0.22465496212244035,-0.0028990367873339196,19950
175,8,21,7,0.0,0.00022706509,0.002656083891633898,0.0012431435752660036,0.0003,-69.56568145751953,0.2,-0.27228111028671265,0.00035579490271615556,19960
200,9,20,8,0.0,0.0002067852,0.01410578484646976,0.002507746685296297,0.0003,-0.09588944911956787,0.2,-0.28509960770606996,-0.00022403120207492577,19970
225,11,19,9,0.019999999552965164,0.0011622524,0.08185590580105781,0.019778529182076454,0.0003,-1.0920443534851074,0.2,-0.4191263198852539,-0.006580953258090006,19980
250,12,19,10,0.015999999642372132,0.0024340153,0.05144784115254879,-0.013174837455153465,0.0003,-0.01831972599029541,0.2,-0.3328022748231888,-0.018291812411510476,19990
25,0,28,1,0.031999999284744264,0.023680883,0.03328248504549265,0.0006210543215274811,0.0003,-8.337285041809082,0.2,-0.4255210876464844,-0.006303537502884637,20000
50,1,26,2,0.0,0.00046628952,1.3650307416915894,0.6613262295722961,0.0003,-1.0007131099700928,0.2,-0.26058107018470766,0.0028782476878262742,20010
75,2,25,3,0.031999999284744264,0.094106555,0.8094465136528015,0.39453983306884766,0.0003,0.09677064418792725,0.2,-0.33429462015628814,-0.0038166368305688537,20020
100,4,24,4,0.015999999642372132,0.0023990488,0.005098970443941653,-0.0019945623353123665,0.0003,-0.24864137172698975,0.2,-0.2666601911187172,-0.002536534495418863,20030
125,5,23,5,0.0,1.2979507e-05,0.28836674988269806,0.12029585987329483,0.0003,-1.6695895195007324,0.2,-0.2944542855024338,-7.840359078556958e-05,20040
150,6,22,6,0.06399999856948853,0.09666301,0.044326212629675864,-0.02786465734243393,0.0003,0.10911673307418823,0.2,-0.43000611662864685,-0.01833952333685005,20050
175,8,21,7,0.003999999910593033,0.0008172345,1.7974218487739564,0.8871868252754211,0.0003,0.020859360694885254,0.2,-0.22511630058288573,0.0024721145562367043,20060
200,9,20,8,0.04799999892711639,0.014629383,0.017664105352014303,-0.031297627836465836,0.0003,-3.550424098968506,0.2,-0.2331678956747055,-0.02757340988703021,20070
225,11,20,9,0.0,7.4410436e-06,0.0006647091096965597,0.0003852803783956915,0.0003,0.5076746344566345,0.2,-0.22433685660362243,-4.675388211694553e-07,20080
250,12,19,10,0.007999999821186066,0.002081256,0.12193310558795929,0.030252885073423386,0.0003,-8.076189041137695,0.2,-0.23409979343414306,-0.007232526552164842,20090
25,1,22,1,0.007999999821186066,0.002315321,0.028260812163352966,0.0018290989100933075,0.0003,-0.16686415672302246,0.2,-0.357597216963768,-0.0020710933892696738,20100
50,2,20,2,0.003999999910593033,0.0011917019,0.09447032734751701,0.016158346086740494,0.0003,-2.5574629306793213,0.2,-0.37467269599437714,-0.003242763390066017,20110
75,3,20,3,0.007999999821186066,0.002702043,0.009654332417994738,-0.020892394706606865,0.0003,0.09567457437515259,0.2,-0.4055142730474472,-0.007586764107225719,20120
100,4,20,4,0.023999999463558196,0.00491441,0.005038241855800152,-0.00590604217723012,0.0003,0.04503488540649414,0.2,-0.34095736145973204,-0.006329181700013464,20130
125,6,18,5,0.0,0.00048398256,0.010985533893108367,-0.0010491483844816685,0.0003,-2.8861277103424072,0.2,-0.265698079764843,-0.0023610269533238084,20140
150,8,17,6,0.023999999463558196,0.010149474,0.0015035343589261175,-0.010257948189973831,0.0003,-0.1067131757736206,0.2,-0.26085869073867796,-0.007756509179947813,20150
175,10,17,7,0.16799999624490738,0.06971993,0.05580992251634598,-0.0001866854727268219,0.0003,0.07943081855773926,0.2,-0.5549623906612396,-0.014990645713172768,20160
200,11,17,8,0.023999999463558196,0.0053022145,0.002119798940839246,-0.00467043649405241,0.0003,-0.06040036678314209,0.2,-0.315748518705368,-0.003655158434995087,20170
225,13,17,9,0.031999999284744264,0.0065427874,0.0007653112872503698,-0.016031308099627495,0.0003,-0.05922341346740723,0.2,-0.40100854337215425,-0.009331765973474404,20180
250,14,16,10,0.07599999830126762,0.013689434,0.0006084730513975956,-0.013690471649169922,0.0003,-0.06939494609832764,0.2,-0.49851563274860383,-0.007919457271695763,20190
25,0,25,1,0.043999999016523364,0.006223168,0.00042094366654055193,-0.015310170128941536,0.0003,-0.04748106002807617,0.2,-0.45044237971305845,-0.005045715223415926,20200
50,2,23,2,0.0,0.00093524694,0.023371612885966897,0.00614934554323554,0.0003,-0.46704816818237305,0.2,-0.3715515464544296,0.0019760606742934782,20210
75,3,21,3,0.0,7.820129e-06,0.1660085842013359,0.04694150388240814,0.0003,-0.1519794464111328,0.2,-0.33007287681102754,8.816885660678508e-05,20220
100,4,20,4,0.023999999463558196,0.026740143,0.055671657994389535,0.014784700237214565,0.0003,0.38114428520202637,0.2,-0.3730349361896515,-0.007749134648125988,20230
125,6,20,5,0.0,2.5327205e-05,0.7190687358379364,0.3424125909805298,0.0003,-0.02072763442993164,0.2,-0.31319478154182434,0.0019917509276419663,20240
150,7,19,6,0.05599999874830246,0.0072292443,0.0020639821013901383,-0.014925070106983185,0.0003,-0.42538630962371826,0.2,-0.37094776928424833,-0.009986253892769525,20250
175,9,19,7,0.031999999284744264,0.007036538,0.004480342380702496,-0.006599437911063433,0.0003,0.7552366554737091,0.2,-0.3588387817144394,-0.005557961416896617,20260
200,10,18,8,0.031999999284744264,0.0037634992,0.08565346524119377,0.02027539163827896,0.0003,-1.9421336650848389,0.2,-0.3004215627908707,-0.004994516016449779,20270
225,12,18,9,0.031999999284744264,0.0057461453,0.06218389794230461,0.020679233595728874,0.0003,-1.521986484527588,0.2,-0.4225879520177841,-0.005039170611649624,20280
250,14,17,10,0.011999999731779098,0.005691347,0.030395701061934233,-0.014463653787970543,0.0003,-0.4619230031967163,0.2,-0.5570274472236634,-0.00719301124557461,20290
25,0,27,1,0.015999999642372132,0.005168943,0.011749928630888463,-0.008905893191695213,0.0003,0.13139712810516357,0.2,-0.36549669206142427,-0.0052511370602296385,20300
50,2,23,2,0.05999999865889549,0.021264529,0.14027018919587136,0.0324505977332592,0.0003,-3.1797127723693848,0.2,-0.38605140149593353,-0.01085888396762318,20310
75,3,22,3,0.09199999719858169,0.030076982,0.011334653897210955,-0.010695744305849075,0.0003,-9.142661094665527,0.2,-0.5756079077720642,-0.007466308351460782,20320
100,4,21,4,0.023999999463558196,0.004691818,0.11943940743803978,0.03767862170934677,0.0003,0.014273583889007568,0.2,-0.5209493994712829,-0.010775565787684193,20330
125,5,20,5,0.019999999552965164,0.0055158497,0.7356855869293213,0.2995928227901459,0.0003,0.0763390064239502,0.2,-0.3885070025920868,-0.009242716864100942,20340
150,7,20,6,0.023999999463558196,0.002221248,0.01998685598373413,-0.008984137326478958,0.0003,-1.5432782173156738,0.2,-0.44956443309783933,-0.010071989870397147,20350
175,8,19,7,0.04799999892711639,0.01605222,0.020947123039513828,-0.010253386572003365,0.0003,-0.6547847986221313,0.2,-0.35409207046031954,-0.012514118052087752,20360
200,10,18,8,0.015999999642372132,0.0024085592,0.003616135637275875,-0.0011257515288889408,0.0003,-4.522615909576416,0.2,-0.40727050304412843,-0.001054952861333902,20370
225,12,17,9,0.07199999839067459,0.034993246,0.06899066120386124,0.006322330795228481,0.0003,-0.16660284996032715,0.2,-0.5094721615314484,-0.009392640891019256,20380
250,14,16,10,0.0,0.00037391184,0.06966712884604931,0.02275882661342621,0.0003,0.152568519115448,0.2,-0.5555606007575988,-0.004281939372187083,20390
25,1,23,1,0.011999999731779098,0.0015644669,0.02703065611422062,0.002747802995145321,0.0003,0.008277058601379395,0.2,-0.5814772844314575,-0.005119999510701944,20400
50,2,21,2,0.04799999892711639,0.011923037,0.01853374280035496,-0.033198852092027664,0.0003,0.04274171590805054,0.2,-0.3540136098861694,-0.023630734454840763,20410
75,3,20,3,0.019999999552965164,0.0034846854,0.016759760864078998,-0.008304895833134651,0.0003,-0.971672773361206,0.2,-0.32601684629917144,-0.007126489303103866,20420
100,5,19,4,0.0,5.6269168e-05,0.00997002983931452,0.0013701519928872585,0.0003,-0.18332362174987793,0.2,-0.32631309032440187,-2.528905819687566e-06,20430
125,6,18,5,0.007999999821186066,0.002278161,0.013100305665284395,-0.0049642096273601055,0.0003,0.18969333171844482,0.2,-0.30263199508190153,-0.004029776728537371,20440
150,8,18,6,0.0,0.00013909816,0.06886217705905437,0.025423841550946236,0.0003,0.2976175546646118,0.2,-0.26490843296051025,-0.0011488566074987715,20450
175,9,18,7,0.05999999865889549,0.010089057,0.000998209507088177,-0.011260759085416794,0.0003,0.3184329867362976,0.2,-0.240402489900589,-0.009030047385022045,20460
200,11,17,8,0.07999999821186066,0.040377904,0.029727413039654493,-0.020139947533607483,0.0003,-0.04274141788482666,0.2,-0.25778429210186005,-0.024318953540176123,20470
225,12,17,9,0.04799999892711639,0.18139091,0.01308654504828155,-0.030255235731601715,0.0003,-0.7548812627792358,0.2,-0.4080118745565414,-0.017444105211644967,20480
250,14,17,10,0.031999999284744264,0.017822009,0.0016548603016417474,-0.016196196898818016,0.0003,0.1342930793762207,0.2,-0.3631239324808121,-0.009839854309801055,20490
25,0,26,1,0.03999999910593033,0.08398224,0.8824292361736298,0.390596479177475,0.0003,0.3653782606124878,0.2,-0.28564567416906356,-0.009780024290084555,20500
50,2,23,2,0.031999999284744264,0.011551392,0.04987976774573326,-0.0012995367869734764,0.0003,0.06991821527481079,0.2,-0.26214308440685274,-0.007503006496001064,20510
75,3,21,3,0.015999999642372132,0.0031513714,0.02073340639472008,-0.013305114582180977,0.0003,-0.1526721715927124,0.2,-0.285207262635231,-0.007667970345471531,20520
100,4,21,4,0.019999999552965164,0.002311871,0.01958985566161573,-0.0007557226344943047,0.0003,0.0025363564491271973,0.2,-0.26906739473342894,-0.0025025276581292387,20530
125,6,20,5,0.0,1.9216536e-06,0.011984265549108386,0.003858243115246296,0.0003,0.12216252088546753,0.2,-0.2523439899086952,2.5804042370403123e-06,20540
150,7,19,6,0.023999999463558196,0.0062719677,0.7757149636745453,0.340004026889801,0.0003,-1.3766570091247559,0.2,-0.2640429109334946,-0.011710769433527446,20550
175,9,19,7,0.05199999883770943,0.14228193,0.1753031902015209,0.045199401676654816,0.0003,-0.43688738346099854,0.2,-0.3053952604532242,-0.014485277235507965,20560
