time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/entropy_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/loss,train/value_loss,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/n_updates
2,50,1,25,-1.8465529561042786,0.2,0.012977125,0.023999999463558196,-0.007675141096115112,0.09168743789196014,-1.9770314693450928,0.0003,-0.023151290312409412,9810
3,75,3,24,-1.662054467201233,0.2,0.0026700639,0.0,8.315671920776367,16.858633995056152,0.042948126792907715,0.0003,0.0071305924635382215,9820
4,100,4,23,-1.2259124755859374,0.2,0.0060851714,0.019999999552965164,0.22200554609298706,0.5486460089683532,-0.5369851589202881,0.0003,-0.018916522695683113,9830
5,125,5,22,-1.0645731091499329,0.2,0.011604273,0.05199999883770943,0.09821523725986481,0.33214153349399567,-0.0863790512084961,0.0003,-0.023455177875235655,9840
6,150,6,21,-1.7104222178459167,0.2,0.01635374,0.059999997913837436,0.23398074507713318,0.6500190496444702,0.046842217445373535,0.0003,-0.04479087638110002,9850
7,175,8,21,-1.4801757216453553,0.2,0.004013686,0.007999999821186066,0.030187048017978668,0.13603371754288673,-1.37422513961792,0.0003,-0.005876930057537066,9860
8,200,9,20,-1.6415369153022765,0.2,0.004465959,0.015999999642372132,0.05940761789679527,0.24169125705957412,0.16214519739151,0.0003,-0.015297317233169494,9870
9,225,11,20,-1.7877614498138428,0.2,0.015325475,0.05199999883770943,-0.03267081454396248,0.04569121897220611,-1.122556209564209,0.0003,-0.018932984331506475,9880
10,250,12,19,-1.7948847651481628,0.2,0.02755247,0.21599999219179153,-0.05158748850226402,0.03367467690259218,-1.0032587051391602,0.0003,-0.028731071925722062,9890
1,25,0,26,-1.8301552534103394,0.2,0.036039196,0.3079999901354313,-0.0502428375184536,0.015214111655950546,0.024458885192871094,0.0003,-0.03172430263087165,9900
2,50,1,25,-1.622085177898407,0.2,0.032583274,0.2879999905824661,0.08974402397871017,0.256865993142128,-0.6678745746612549,0.0003,-0.019090879332274113,9910
3,75,3,24,-2.043017864227295,0.2,0.006679406,0.011999999731779098,0.0233878493309021,0.1838961586356163,0.03926241397857666,0.0003,-0.021666626360732265,9920
4,100,4,23,-1.730820095539093,0.2,0.009115198,0.03999999910593033,0.579558789730072,1.3359233498573304,0.054857611656188965,0.0003,-0.01002100134454693,9930
5,125,5,23,-1.5947256684303284,0.2,0.017255304,0.07199999690055847,-0.029826123267412186,0.08596548810601234,0.08439069986343384,0.0003,-0.035114852245897055,9940
6,150,6,22,-1.8626127243041992,0.2,0.01355448,0.06399999856948853,0.9432148933410645,2.0268601417541503,-0.001335740089416504,0.0003,0.014842056538909531,9950
7,175,7,22,-1.7519074559211731,0.2,0.00501626,0.015999999642372132,1.2012646198272705,2.7598798274993896,0.03311586380004883,0.0003,-0.016612438131589614,9960
8,200,9,21,-1.5970668554306031,0.2,0.0271116,0.13999999389052392,-0.05099649727344513,0.023807801865041257,-1.057481050491333,0.0003,-0.038840677885338695,9970
9,225,10,20,-0.9767065465450286,0.2,0.0014500045,0.0,0.6779070496559143,1.5724616408348084,-0.1872643232345581,0.0003,-0.0038060766219860653,9980
10,250,12,20,-0.5672776460647583,0.2,0.00031999112,0.0,0.7530643939971924,1.9135488152503968,0.054541170597076416,0.0003,-0.0025337619229688357,9990
1,25,0,27,-0.8276516079902649,0.2,0.011965384,0.051999998092651364,-0.031764715909957886,0.12846875712275505,0.6653916239738464,0.0003,-0.0284094801018945,10000
2,50,1,25,-1.903582763671875,0.2,0.004163053,0.015999999642372132,0.9050330519676208,1.8656423211097717,-0.0771569013595581,0.0003,0.0025901102540082377,10010
3,75,3,24,-2.0527827978134154,0.2,0.021252172,0.09599999710917473,-0.052275218069553375,0.07418338060379029,0.0517505407333374,0.0003,-0.04603253201767785,10020
4,100,4,23,-1.7293473720550536,0.2,0.015822275,0.05999999865889549,0.06307843327522278,0.20077372938394547,0.03319746255874634,0.0003,-0.020710160516202513,10030
5,125,5,22,-1.363600993156433,0.2,0.00522984,0.015999999642372132,0.13143430650234222,0.3509001821279526,-0.2815389633178711,0.0003,-0.01183751335775014,10040
6,150,6,21,-1.050964367389679,0.2,0.016589373,0.07999999672174454,-0.02626321092247963,0.03984297923743725,-0.3065147399902344,0.0003,-0.027168033558875492,10050
7,175,8,21,-1.5523805975914002,0.2,0.02070444,0.09599999710917473,-0.007979987189173698,0.060086045786738394,-1.2818102836608887,0.0003,-0.015448855134658147,10060
8,200,9,21,-1.7962812781333923,0.2,0.03931817,0.1799999952316284,-0.04345208778977394,0.05301968567073345,-0.02938234806060791,0.0003,-0.036594634436070805,10070
9,225,10,20,-1.9056080341339112,0.2,0.014388096,0.09199999719858169,0.007131379097700119,0.11657070368528366,-0.20446479320526123,0.0003,-0.02238147823140082,10080
10,250,12,20,-0.869921886920929,0.2,0.010347674,0.05199999883770943,0.10599619895219803,0.27973365485668183,-1.6598377227783203,0.0003,-0.013018082734663493,10090
1,25,0,28,-1.1551086068153382,0.2,0.019689795,0.07199999839067459,0.022680208086967468,0.16764429360628127,-0.135750412940979,0.0003,-0.02409536675177506,10100
2,50,1,25,-1.5219754338264466,0.2,0.021906609,0.09599999859929084,-0.012829311192035675,0.07417627722024918,-0.18336069583892822,0.0003,-0.027326880826615253,10110
3,75,3,24,-1.2586232900619507,0.2,0.032339513,0.09199999794363975,-0.02971198596060276,0.057594848424196245,-0.5769608020782471,0.0003,-0.02571123421518138,10120
4,100,4,23,-1.5202773690223694,0.2,0.039192412,0.15999999791383743,0.0414106547832489,0.24765180200338363,-0.07371973991394043,0.0003,-0.05049480305612093,10130
5,125,5,23,-1.5006687879562377,0.2,0.005181217,0.019999999552965164,1.4805386066436768,3.4797255754470826,0.06385624408721924,0.0003,-0.02376197902858195,10140
6,150,6,22,-1.5137197136878968,0.2,0.004766164,0.007999999821186066,0.29496657848358154,0.7936804950237274,-0.1848381757736206,0.0003,-0.014817181423538984,10150
7,175,8,21,-1.5987402319908142,0.2,0.018250901,0.08399999812245369,0.06411971151828766,0.24185385704040527,-0.0703132152557373,0.0003,-0.027498661553487125,10160
8,200,9,21,-1.2782459735870362,0.2,0.0049177385,0.02799999937415123,0.10796768218278885,0.24479516148567199,-0.2627648115158081,0.0003,0.008289108047262062,10170
9,225,10,20,-1.627460527420044,0.2,0.008216011,0.019999999552965164,0.08044900000095367,0.2389463096857071,0.09180986881256104,0.0003,-0.010375661195487851,10180
10,250,12,20,-1.7672390818595887,0.2,0.0012447643,0.003999999910593033,1.660818338394165,3.7625615119934084,-0.2568981647491455,0.0003,-0.003941410897677855,10190
1,25,1,24,-1.4158109784126283,0.2,0.014910509,0.059999997913837436,0.07346644997596741,0.29862024784088137,0.10381436347961426,0.0003,-0.03467793823499239,10200
2,50,2,24,-1.4429738521575928,0.2,0.0060618017,0.02799999937415123,0.8575292825698853,2.0339211940765383,0.15579897165298462,0.0003,-0.00264072744688022,10210
3,75,3,23,-1.8754196286201477,0.2,0.037935104,0.13599999472498894,0.01548861712217331,0.1939725324511528,-0.08617007732391357,0.0003,-0.04026528562232841,10220
4,100,4,23,-1.5453121185302734,0.2,0.021457085,0.13199999704957008,0.6860381364822388,1.6058125257492066,-0.1194610595703125,0.0003,-0.011771032016724803,10230
5,125,5,22,-1.2306969046592713,0.2,0.019507147,0.06799999848008156,-0.006351582705974579,0.06742485463619233,0.11842429637908936,0.0003,-0.02399196550995093,10240
6,150,6,21,-1.2852868914604187,0.2,0.02402853,0.1279999941587448,0.029103897511959076,0.17926801294088363,0.034864962100982666,0.0003,-0.03332996270246795,10250
7,175,8,21,-1.5811509490013123,0.2,0.011583333,0.03599999919533729,0.12263186275959015,0.3412508487701416,-0.026862144470214844,0.0003,-0.009348318533272958,10260
8,200,9,20,-1.0824105739593506,0.2,0.005099661,0.015999999642372132,0.21443147957324982,0.5239248722791672,-1.1035325527191162,0.0003,-0.015161384796258125,10270
9,225,11,20,-1.6569024682044984,0.2,0.021544414,0.07999999821186066,0.10276763886213303,0.40480867624282835,-0.4143456220626831,0.0003,-0.04057878803089263,10280
10,250,12,19,-1.680013620853424,0.2,0.019629335,0.05599999874830246,0.016311898827552795,0.1669127658009529,-0.057188987731933594,0.0003,-0.02919738357141597,10290
1,25,0,26,-1.5022500276565551,0.2,0.007720034,0.051999998092651364,3.526123046875,7.268836498260498,-1.0193428993225098,0.0003,-0.004482194301817799,10300
2,50,2,23,-2.2111569166183473,0.2,0.06828372,0.3399999886751175,0.02966173365712166,0.28763665109872816,-1.4532842636108398,0.0003,-0.038574345864355306,10310
3,75,3,22,-1.4567388415336608,0.2,0.027074901,0.15199999511241913,-0.01615367829799652,0.08313454240560532,-0.7926226854324341,0.0003,-0.03143163562938582,10320
4,100,4,21,-1.6127839088439941,0.2,0.014046426,0.02799999937415123,0.06688284873962402,0.2635908678174019,-0.09189152717590332,0.0003,-0.023123827727045843,10330
5,125,5,21,-1.6515507459640504,0.2,0.009738769,0.043999999016523364,0.12744653224945068,0.4280496597290039,0.08802253007888794,0.0003,-0.02674109555780859,10340
6,150,7,21,-1.58237327337265,0.2,0.010639093,0.06399999856948853,0.49161186814308167,1.2849501967430115,0.0722547173500061,0.0003,-0.027370838223025374,10350
7,175,8,20,-1.7719982743263245,0.2,0.056425866,0.1639999955892563,0.0985085591673851,0.42193210422992705,-0.054827094078063965,0.0003,-0.04783918789401724,10360
8,200,9,20,-1.6538654923439027,0.2,0.0073045683,0.043999999016523364,0.5155405402183533,1.114626657962799,-0.11329424381256104,0.0003,-0.020398224063217896,10370
9,225,11,20,-1.5391818284988403,0.2,0.01690599,0.08799999952316284,-0.014262694865465164,0.05088856890797615,0.2595892548561096,0.0003,-0.01902774738706654,10380
10,250,12,19,-1.6442216873168944,0.2,0.0067106243,0.02799999937415123,0.7858891487121582,1.7019858837127686,-0.07871413230895996,0.0003,-0.016265447709592706,10390
1,25,0,26,-1.2920503973960877,0.2,0.0022882652,0.0,0.4176318049430847,0.9295627295970916,-0.6537144184112549,0.0003,-0.010608692934737008,10400
2,50,2,24,-1.7873641848564148,0.2,0.015037846,0.05199999734759331,0.1780451238155365,0.47991116642951964,-0.028423547744750977,0.0003,-0.022418296695686023,10410
3,75,3,23,-1.74016375541687,0.2,0.00863964,0.03599999919533729,0.010295037180185318,0.1409430742263794,-0.5354518890380859,0.0003,-0.01921444581495635,10420
4,100,4,22,-1.4434377431869507,0.2,0.005924823,0.019999999552965164,-0.022516051307320595,0.07220626398921012,-0.913731575012207,0.0003,-0.017341218419839065,10430
5,125,5,22,-1.4188032746315002,0.2,0.004216678,0.007999999821186066,0.5583330392837524,1.185035479068756,0.05520373582839966,0.0003,-0.011194913010578667,10440
6,150,6,21,-1.3408900380134583,0.2,0.0016147827,0.0,1.14091157913208,2.4056411027908324,-0.49747180938720703,0.0003,-0.004395078508416361,10450
7,175,8,21,-1.476555871963501,0.2,0.0010060095,0.0,0.2607845366001129,0.57673100233078,0.38758498430252075,0.0003,-0.0028345502715097838,10460
8,200,9,20,-1.6432010054588317,0.2,0.0063302754,0.019999999552965164,0.07447320222854614,0.21310676783323287,-0.3740783929824829,0.0003,-0.01128142130468035,10470
9,225,10,20,-1.343072736263275,0.2,0.007999024,0.023999999463558196,-0.00972757302224636,0.0589198250323534,0.3261576294898987,0.0003,-0.024299006126820188,10480
10,250,12,20,-1.3606022357940675,0.2,0.0085430285,0.031999999284744264,0.1610618531703949,0.4121272325515747,-0.33462679386138916,0.0003,-0.008770410834817,10490
1,25,0,28,-1.4068267822265625,0.2,0.0029799794,0.011999999731779098,0.5746551752090454,1.2443443536758423,0.026174306869506836,0.0003,-0.0012692762585352567,10500
2,50,1,25,-1.3291767716407776,0.2,0.009938512,0.007999999821186066,-0.04522144794464111,0.018029659939929842,0.15800464153289795,0.0003,-0.018959398746955004,10510
3,75,3,24,-1.4968507170677186,0.2,0.015097207,0.06399999856948853,0.0875571221113205,0.3316646158695221,-0.6004829406738281,0.0003,-0.031134491145611776,10520
4,100,4,21,-1.0586937546730042,0.2,0.011980176,0.04799999892711639,-0.022167418152093887,0.01064671752974391,0.043469130992889404,0.0003,-0.013065714789350836,10530
5,125,6,20,-1.0919862866401673,0.2,0.00845232,0.023999999463558196,0.011089000850915909,0.12619452625513078,-7.658172607421875,0.0003,-0.012842743234476118,10540
6,150,7,19,-1.2037697196006776,0.2,0.006988518,0.019999999552965164,0.06962405145168304,0.2141804277896881,-0.3497965335845947,0.0003,-0.014181477266363629,10550
7,175,9,19,-1.265772557258606,0.2,0.004489982,0.015999999642372132,-0.007829437963664532,0.02384338676929474,-4.97024393081665,0.0003,-0.008691483813338152,10560
8,200,10,18,-1.2156567335128785,0.2,0.01065006,0.03599999919533729,0.0039012357592582703,0.11459540501236916,0.08238875865936279,0.0003,-0.023955989804119327,10570
9,225,12,18,-0.8955519258975982,0.2,0.0023961186,0.0,0.43842431902885437,1.1505122005939483,-0.31242287158966064,0.0003,-0.003332940807447926,10580
10,250,13,18,-1.4063803195953368,0.2,0.0013861203,0.003999999910593033,0.9983614683151245,2.0484882831573485,0.13566941022872925,0.0003,-0.007208269089693431,10590
1,25,0,28,-1.2569604873657227,0.2,0.0051434683,0.02799999937415123,0.5837809443473816,1.264318597316742,0.01421123743057251,0.0003,-0.012023269256577152,10600
2,50,1,25,-1.19832102060318,0.2,0.0016276789,0.0,0.06380752474069595,0.1788039728999138,0.08584755659103394,0.0003,-0.002675214958260952,10610
3,75,3,24,-1.2217428922653197,0.2,0.012399084,0.043999999016523364,0.4760391414165497,1.1686422944068908,0.007049918174743652,0.0003,-0.01963912299647923,10620
4,100,4,23,-1.1458558201789857,0.2,0.0035475898,0.0,0.029182272031903267,0.1036355160176754,0.10606205463409424,0.0003,-0.00915190207143297,10630
5,125,5,22,-1.2811229467391967,0.2,0.08927156,0.1839999996125698,0.04901762306690216,0.24916209578514098,-0.014753460884094238,0.0003,-0.04648991955444224,10640
6,150,6,21,-0.6871188402175903,0.2,0.00045900105,0.0,1.0236291885375977,2.578761625289917,-0.13054919242858887,0.0003,-0.004321857794653994,10650
7,175,8,21,-1.1685731172561646,0.2,0.018048327,0.06799999698996544,-0.0056199729442596436,0.20102410316467284,0.6319100260734558,0.0003,-0.027848431621677605,10660
8,200,9,20,-1.1375166773796082,0.2,0.0065247584,0.015999999642372132,0.03001626394689083,0.15256593152880668,-0.7109601497650146,0.0003,-0.008453151845315431,10670
9,225,11,20,-1.0182096838951111,0.2,0.0052487017,0.015999999642372132,0.2113221287727356,0.5639759719371795,-0.6780019998550415,0.0003,-0.01548373560635099,10680
10,250,12,19,-1.3081860899925233,0.2,0.048626166,0.06399999856948853,-0.029379261657595634,0.05025878921151161,-2.4848976135253906,0.0003,-0.035187608208508435,10690
1,25,0,26,-1.346585202217102,0.2,0.007802732,0.04799999892711639,1.745450496673584,3.871759366989136,-1.91709303855896,0.0003,-0.01184226836450435,10700
2,50,2,23,-1.0541201174259185,0.2,0.0153868,0.047999999672174457,-0.022589709609746933,0.031293581053614614,-0.2590169906616211,0.0003,-0.02133800408802955,10710
3,75,3,22,-1.12865070104599,0.2,0.2344424,0.08399999812245369,-0.007131023332476616,0.05872774086892605,-2.4943809509277344,0.0003,-0.01917298374697509,10720
4,100,4,21,-1.081110155582428,0.2,0.0028054428,0.003999999910593033,0.22000190615653992,0.6007043123245239,-0.7926266193389893,0.0003,-0.004795223877299293,10730
5,125,5,21,-1.054133903980255,0.2,0.0049834037,0.007999999821186066,-0.008760719560086727,0.02099396465346217,-1.2744271755218506,0.0003,-0.00714512482436831,10740
6,150,7,20,-1.2335580706596374,0.2,0.002194364,0.003999999910593033,1.0098066329956055,2.3230292797088623,0.1428431272506714,0.0003,-0.006742997460999334,10750
7,175,8,20,-1.1721770286560058,0.2,0.003998606,0.007999999821186066,0.13089856505393982,0.33476807475090026,-0.055579185485839844,0.0003,-0.015378882979042885,10760
8,200,9,20,-1.2465162873268127,0.2,0.0021228218,0.003999999910593033,0.0388236939907074,0.1243237555027008,-0.12335586547851562,0.0003,-0.006657370015047448,10770
9,225,11,19,-1.1796377658843995,0.2,0.00095275877,0.0,0.18112213909626007,0.4476032555103302,-0.0422283411026001,0.0003,-0.00485910217394121,10780
10,250,12,19,-1.1970144033432006,0.2,0.042771798,0.09999999701976776,0.010190524160861969,0.16443677842617035,-0.0956505537033081,0.0003,-0.042575425531715186,10790
1,25,0,28,-1.10878928899765,0.2,0.00083950994,0.0,0.617938220500946,1.3236074566841125,0.02679389715194702,0.0003,0.0015976738536263469,10800
2,50,2,24,-1.3673334002494812,0.2,0.0028177714,0.007999999821186066,0.12198066711425781,0.2851012498140335,-1.7857232093811035,0.0003,-0.004179949696759877,10810
3,75,3,23,-1.1891350746154785,0.2,0.005426271,0.023999999463558196,0.004237636923789978,0.11952355355024338,-1.4799280166625977,0.0003,-0.013309959882870004,10820
4,100,4,22,-1.782669687271118,0.2,0.011548591,0.04799999892711639,-0.02107955515384674,0.04703364819288254,0.15192407369613647,0.0003,-0.027963632121682735,10830
5,125,5,22,-1.3271994471549988,0.2,0.022687895,0.05199999883770943,0.12013563513755798,0.36750492453575134,-1.9742956161499023,0.0003,-0.025299634598195554,10840
6,150,6,21,-0.6502749919891357,0.2,0.0048983907,0.031999999284744264,0.17962780594825745,0.49521074295043943,-0.06056034564971924,0.0003,-0.009510664232540832,10850
7,175,8,21,-1.001912385225296,0.2,0.0011868334,0.0,0.04832279309630394,0.11034943461418152,-0.2127518653869629,0.0003,-0.001110702489094706,10860
8,200,9,21,-1.2403486967086792,0.2,0.033349358,0.13199999630451204,0.018035221844911575,0.10813089683651925,-1.4797422885894775,0.0003,-0.02231330054998395,10870
9,225,11,20,-2.2773344039916994,0.2,0.027587594,0.3599999934434891,-0.04802732914686203,0.009359315037727356,-0.30323100090026855,0.0003,-0.028347494482994052,10880
10,250,12,19,-1.5023768305778504,0.2,0.02036133,0.16799999848008157,-0.018858224153518677,0.06274923644959926,0.03922635316848755,0.0003,-0.025254945801570727,10890
1,25,0,25,-1.1307995080947877,0.2,0.004363375,0.019999999552965164,0.255330353975296,0.5821510136127472,0.023912250995635986,0.0003,-0.009432861583307427,10900
2,50,2,24,-1.3323504090309144,0.2,0.020754322,0.11599999666213989,0.1610843688249588,0.5412273228168487,-1.636946678161621,0.0003,-0.0327689150162044,10910
3,75,3,23,-1.184798789024353,0.2,0.0012429047,0.0,1.0308289527893066,2.1174319982528687,-0.1955498456954956,0.0003,-0.004636419397313319,10920
4,100,4,23,-1.320224118232727,0.2,0.00019527435,0.0,2.877166986465454,6.140058755874634,-0.0049800872802734375,0.0003,-0.0010804057875501982,10930
5,125,5,22,-1.3026957869529725,0.2,0.008232563,0.043999999016523364,0.4310131371021271,1.1204484581947327,0.1761864423751831,0.0003,-0.022008494390175316,10940
6,150,6,21,-1.3562821865081787,0.2,0.01211648,0.03599999919533729,0.052866313606500626,0.19045407325029373,0.23085689544677734,0.0003,-0.024161602201406042,10950
7,175,8,21,-1.8199290037155151,0.2,0.030883623,0.10799999758601189,1.2989118099212646,3.0268946647644044,-1.2337779998779297,0.0003,-0.040788411099464385,10960
8,200,9,20,-0.8117592871189118,0.2,0.028297761,0.043999999016523364,0.06144353747367859,0.29104251861572267,0.5266476273536682,0.0003,-0.01641102549806206,10970
9,225,11,20,-1.3880266904830934,0.2,0.01626393,0.04799999892711639,0.17388127744197845,0.4755056858062744,-1.8421592712402344,0.0003,-0.01051608651690188,10980
10,250,12,19,-1.2616641879081727,0.2,0.012981109,0.05199999883770943,0.06250345706939697,0.18873283863067628,-0.06426560878753662,0.0003,-0.0188784364741295,10990
1,25,0,27,-1.1371684432029725,0.2,0.00067073584,0.0,0.3848646879196167,0.8450547814369201,-0.17437469959259033,0.0003,-0.0016236972251643777,11000
2,50,1,25,-1.746533739566803,0.2,0.027823057,0.10399999618530273,-0.038902923464775085,0.03642952144145965,-0.5029319524765015,0.0003,-0.030471669898368248,11010
3,75,3,24,-1.8487561464309692,0.2,0.04187853,0.19999999701976776,-0.03735809773206711,0.06348190121352673,-1.529362440109253,0.0003,-0.03653232174739216,11020
4,100,4,23,-1.7797032713890075,0.2,0.009701376,0.02799999937415123,-0.006526734679937363,0.06646088398993015,-2.0430338382720947,0.0003,-0.012729153252439573,11030
5,125,5,22,-1.5930707216262818,0.2,0.0029875326,0.019999999552965164,0.6871902346611023,1.5178627371788025,0.13080906867980957,0.0003,0.012185391161590786,11040
6,150,6,22,-1.5545278906822204,0.2,0.02019785,0.08399999812245369,0.13695505261421204,0.3458655297756195,-0.6552348136901855,0.0003,-0.016453790984582283,11050
7,175,8,21,-2.035313677787781,0.2,0.03643458,0.2559999942779541,0.011216498911380768,0.12445661947131156,-2.6069252490997314,0.0003,-0.03181586774811081,11060
8,200,9,20,-1.7819692850112916,0.2,0.00081205607,0.0,0.9235517382621765,2.1987619519233705,0.030715525150299072,0.0003,-0.0007176757495614084,11070
9,225,11,20,-1.6452243328094482,0.2,0.0026554943,0.0,0.44065749645233154,0.9480629086494445,-0.15119612216949463,0.0003,-0.012383409015834701,11080
10,250,12,19,-1.565675175189972,0.2,0.038961675,0.09999999627470971,0.25376516580581665,0.6456702649593353,0.05660068988800049,0.0003,-0.03185934048518533,11090
1,25,0,26,-2.472879981994629,0.2,0.007271347,0.023999999463558196,0.2975924015045166,0.7505920588970184,0.37157779932022095,0.0003,-0.023154835627763503,11100
2,50,2,23,-1.5343590021133422,0.2,0.14778712,0.1679999992251396,-0.025051120668649673,0.09024121165275574,-0.1297551393508911,0.0003,-0.04016355982050328,11110
3,75,3,23,-1.6312268018722533,0.2,0.014603407,0.07599999904632568,0.6665573716163635,1.4475317478179932,0.030883491039276123,0.0003,-0.009410012993029682,11120
4,100,4,22,-1.658137845993042,0.2,0.066535614,0.20799999609589576,-0.00597362220287323,0.09432238191366196,0.12443262338638306,0.0003,-0.03309553522244109,11130
5,125,5,22,-1.6913038730621337,0.2,0.026528258,0.08799999803304673,0.1513003408908844,0.40706699788570405,0.03540307283401489,0.0003,-0.021387103539890973,11140
6,150,7,20,-1.8352531909942627,0.2,0.012686433,0.031999999284744264,-0.023792248219251633,0.07272191718220711,-0.20299088954925537,0.0003,-0.020835529586300083,11150
7,175,8,20,-1.6184187650680542,0.2,0.0042796466,0.0,2.2653887271881104,4.91426830291748,0.001622021198272705,0.0003,0.01015816118102535,11160
8,200,9,20,-1.655946636199951,0.2,0.022640185,0.13199999779462815,0.536662220954895,1.1445572257041932,0.04588991403579712,0.0003,-0.02226627445593472,11170
9,225,11,20,-1.6404270648956298,0.2,0.010097082,0.023999999463558196,-0.020907118916511536,0.03507517743855715,-0.06762373447418213,0.0003,-0.014296282931930193,11180
10,250,12,19,-1.5171321988105775,0.2,0.04260537,0.2399999938905239,-0.05139364302158356,0.03731497079133987,-2.2213900089263916,0.0003,-0.04207779271900662,11190
1,25,0,28,-1.8008193016052245,0.2,0.0038437056,0.07199999839067459,2.027674913406372,4.366556692123413,-0.5343979597091675,0.0003,-0.021297409746795636,11200
2,50,1,25,-1.6800487756729126,0.2,0.016496867,0.10399999842047691,-0.011714104562997818,0.08404868617653846,-0.16994965076446533,0.0003,-0.027617640664801258,11210
3,75,3,24,-1.9061397910118103,0.2,0.027625358,0.09199999794363975,5.477883815765381,11.55100326538086,0.008665680885314941,0.0003,-0.04492785337567327,11220
4,100,4,23,-1.7465714454650878,0.2,0.0017646169,0.0,0.10868853330612183,0.2589713230729103,-0.4414423704147339,0.0003,-0.004490110749378928,11230
5,125,5,22,-1.6553702473640441,0.2,0.006411953,0.05999999865889549,0.13350726664066315,0.3463906854391098,-0.03196001052856445,0.0003,-0.013986484267748978,11240
6,150,6,22,-1.4945520043373108,0.2,0.0044781137,0.007999999821186066,0.19500848650932312,0.5276954770088196,-0.1890324354171753,0.0003,-0.021340025892946812,11250
7,175,7,21,-1.5502731442451476,0.2,0.040773593,0.15199999362230301,0.010233059525489807,0.18861993104219438,-0.16624212265014648,0.0003,-0.0476821463499217,11260
8,200,9,21,-1.4326299905776978,0.2,0.028156498,0.10799999833106995,-0.04489881917834282,0.022969292663037776,0.08058619499206543,0.0003,-0.03332529154606192,11270
9,225,10,20,-1.741208279132843,0.2,0.004929602,0.043999999016523364,1.088383674621582,2.3154881238937377,-0.20111560821533203,0.0003,0.006122230462730016,11280
10,250,12,20,-1.5744775891304017,0.2,0.008494666,0.031999999284744264,0.5893999934196472,1.2751663446426391,0.0066939592361450195,0.0003,-0.012754246217663478,11290
1,25,0,29,-1.4847750663757324,0.2,0.017146101,0.09199999794363975,0.006805140525102615,0.10757540985941887,-0.023512721061706543,0.0003,-0.026212604120374294,11300
2,50,1,26,-1.2746656894683839,0.2,0.0051046466,0.03999999910593033,0.5444363951683044,1.272303855419159,-0.19185376167297363,0.0003,-0.008466939072589951,11310
3,75,3,24,-1.1716100096702575,0.2,0.00033003808,0.0,0.690053403377533,1.695614230632782,-0.01724386215209961,0.0003,0.00015427181706684223,11320
4,100,4,24,-2.107292628288269,0.2,0.009887388,0.015999999642372132,4.847330093383789,11.832546710968018,-0.06267547607421875,0.0003,-0.010811760616722666,11330
5,125,5,22,-1.3678600788116455,0.2,0.014346866,0.10399999618530273,0.13621073961257935,0.3676744967699051,0.7500192821025848,0.0003,-0.031186516165733025,11340
6,150,6,22,-2.2218013763427735,0.2,0.018755157,0.10399999618530273,-0.024070918560028076,0.07513096779584885,-0.35326266288757324,0.0003,-0.027384557576850453,11350
7,175,8,21,-1.2672343969345092,0.2,0.000877316,0.0,0.2706042230129242,0.7321831285953522,-1.1938507556915283,0.0003,0.001616230934625662,11360
8,200,9,20,-1.276455020904541,0.2,0.016996402,0.06799999848008156,0.13754571974277496,0.42608560919761657,-0.7877291440963745,0.0003,-0.02733592970855625,11370
9,225,11,20,-1.4250354886054992,0.2,0.006023061,0.043999999016523364,0.29743072390556335,0.6982471287250519,-0.26170623302459717,0.0003,-0.00774716883944393,11380
10,250,12,20,-1.4523051977157593,0.2,0.0022478104,0.007999999821186066,0.6271247267723083,1.527992308139801,0.03785651922225952,0.0003,-0.007785399661399595,11390
1,25,0,25,-1.5488549828529359,0.2,0.006144049,0.019999999552965164,0.038296617567539215,0.15784907042980195,-0.04902005195617676,0.0003,-0.018476910343393625,11400
2,50,2,24,-1.29277606010437,0.2,0.03709631,0.13599999472498894,0.10675808042287827,0.4019028216600418,-2.9657211303710938,0.0003,-0.03248363479226839,11410
3,75,3,23,-1.7817678332328797,0.2,0.04003971,0.30399999022483826,-0.05674163997173309,0.037861024215817454,0.6326586008071899,0.0003,-0.04797092341631633,11420
4,100,4,23,-2.3739904880523683,0.2,0.022918489,0.1119999960064888,-0.0488935150206089,0.0017680859426036477,-19.384916305541992,0.0003,-0.0254196011736056,11430
5,125,5,22,-2.6422948122024534,0.2,0.035065874,0.13999999612569808,0.7120113372802734,1.6605860471725464,-0.5705012083053589,0.0003,-0.02641243926202872,11440
6,150,6,22,-1.512228298187256,0.2,0.0072985454,0.11199999749660491,0.029039086773991585,0.10542803257703781,0.7983895242214203,0.0003,-0.013255133596248924,11450
7,175,8,21,-1.5807095050811768,0.2,0.009126732,0.06399999856948853,0.06651516258716583,0.28560801446437833,0.07425576448440552,0.0003,-0.02392344005778426,11460
8,200,9,21,-1.7578964114189148,0.2,0.01059834,0.05999999865889549,0.017819203436374664,0.12255834415555,-0.09246325492858887,0.0003,-0.020436655096709444,11470
9,225,10,20,-1.7737462520599365,0.2,0.0032790755,0.003999999910593033,0.49964624643325806,1.0414181351661682,0.023758649826049805,0.0003,0.00032516057277121035,11480
10,250,12,20,-1.6971076250076294,0.2,0.009837501,0.04799999892711639,0.9076738357543945,2.14636892080307,0.00515294075012207,0.0003,-0.027122246917336668,11490
